id,timestamp,xraw,yraw,xmap_matched,ymap_matched,link_id,node_id
238,2015-10-12 17:52:58,419781.479901412,3988264.33148139,419781.0596300624,3988263.0741636213,3304,-1
239,2015-10-12 17:52:59,419808.336908035,3988255.54631672,419807.8588891121,3988254.1162366387,3304,-1
240,2015-10-12 17:53:00,419834.742541704,3988246.65442889,419834.2842267272,3988245.283296728,3304,-1
241,2015-10-12 17:53:01,419860.782847881,3988237.21136638,419860.5466725245,3988236.504805077,3304,-1
242,2015-10-12 17:53:02,419887.452782007,3988227.65173846,419887.41051540896,3988227.525290286,3304,-1
243,2015-10-12 17:53:03,419913.94260584,3988218.09383129,419914.1118318839,3988218.6001016134,3304,-1
244,2015-10-12 17:53:04,419940.074168637,3988208.76109504,419940.36111641757,3988209.597481987,3304,-1
245,2015-10-12 17:53:05,419967.200735805,3988199.86305914,419967.362278355,3988200.333918611,3304,-1
246,2015-10-12 17:53:06,419994.055090051,3988190.74574978,419994.1871999429,3988191.130819805,3304,-1
247,2015-10-12 17:53:07,420021.271847573,3988181.84706473,420021.26925365836,3988181.8395040636,3304,-1
248,2015-10-12 17:53:08,420048.39353988,3988172.39474872,420048.51649924635,3988172.7738548224,3304,-1
249,2015-10-12 17:53:09,420075.973760852,3988163.82568456,420075.9862847025,3988163.86429787,3304,-1
250,2015-10-12 17:53:10,420103.284788158,3988155.37006696,420103.3888498924,3988155.742056132,3304,-1
251,2015-10-12 17:53:11,420130.96324349,3988147.68761522,420131.05162727536,3988148.003560474,3304,-1
252,2015-10-12 17:53:12,420159.090154547,3988139.77935424,420159.18889695953,3988140.132328448,3304,-1
253,2015-10-12 17:53:13,420186.951887632,3988132.42816802,420187.0580545397,3988132.85997268,3304,-1
254,2015-10-12 17:53:14,420214.815674955,3988125.29888485,420214.9864062357,3988125.9932873165,3304,-1
255,2015-10-12 17:53:15,420243.671437077,3988118.27162315,420243.82653128915,3988118.9024261464,3304,-1
256,2015-10-12 17:53:16,420272.88958872,3988111.46300858,420273.1733720515,3988112.860474728,3304,-1
257,2015-10-12 17:53:17,420301.391122914,3988105.1046417,420301.786181669,3988107.0500739203,3304,-1
258,2015-10-12 17:53:18,420330.441229871,3988099.62873291,420330.75373466924,3988101.167635404,3304,-1
259,2015-10-12 17:53:19,420360.122965263,3988094.25812502,420360.34811070317,3988095.523262073,3304,-1
260,2015-10-12 17:53:20,420389.175145144,3988089.00422565,420389.4147348182,3988090.3505277294,3304,-1
261,2015-10-12 17:53:21,420418.499615715,3988083.96979451,420418.7074329554,3988085.137560958,3304,-1
262,2015-10-12 17:53:22,420448.551807737,3988079.70529954,420448.6766689238,3988080.598612125,3304,-1
263,2015-10-12 17:53:23,420478.965366569,3988075.54856101,420479.0657444304,3988076.38461568,3304,-1
264,2015-10-12 17:53:24,420508.934534483,3988072.06143497,420509.0217733625,3988072.788054083,3304,-1
265,2015-10-12 17:53:25,420539.261060432,3988068.23843997,420539.38807955827,3988069.4463443477,3304,-1
266,2015-10-12 17:53:26,420569.503527302,3988065.08180358,420569.6280961575,3988066.266406799,3304,-1
267,2015-10-12 17:53:27,420600.475691083,3988062.91693533,420600.4866786477,3988063.02142296,3304,-1
268,2015-10-12 17:53:28,420631.983378486,3988060.19277142,420631.96980766446,3988059.989131301,3304,-1
269,2015-10-12 17:53:29,420663.408990789,3988058.35678687,420663.37828557804,3988057.896032688,3304,-1
270,2015-10-12 17:53:30,420694.565357534,3988056.63425559,420694.5529462311,3988056.070933061,3304,-1
271,2015-10-12 17:53:31,420725.990989848,3988054.79849562,420726.00375764555,3988055.3779986813,3304,-1
272,2015-10-12 17:53:32,420758.055209978,3988053.84442857,420758.0734307247,3988054.671429342,3304,-1
273,2015-10-12 17:53:33,420790.67191353,3988054.21649861,420790.65915647626,3988055.0854200623,3304,-1
274,2015-10-12 17:53:34,420822.839184081,3988054.70364621,420822.82664550573,3988055.5576864383,3304,-1
275,2015-10-12 17:53:35,420854.561007444,3988055.74949348,420854.5569841116,3988056.0235347985,3304,-1
276,2015-10-12 17:53:36,420887.272756828,3988056.67564665,420887.2556557954,3988056.9636460547,14022,-1
277,2015-10-12 17:53:37,420920.258734069,3988058.04312196,420920.20665230945,3988058.920233659,14022,-1
278,2015-10-12 17:53:38,420952.439907807,3988060.08343893,420952.4458327611,3988060.0146359224,14022,-1
279,2015-10-12 17:53:39,420985.348706887,3988062.89375495,420985.35261302855,3988062.8483952247,14022,-1
280,2015-10-12 17:53:40,421018.074328362,3988065.37308963,421018.049271525,3988065.664059942,14022,-1
281,2015-10-12 17:53:41,421049.010166108,3988069.19957886,421049.03753359185,3988068.951462376,14022,-1
282,2015-10-12 17:53:42,421081.654600043,3988072.67811831,421081.6686537502,3988072.550705924,14022,-1
283,2015-10-12 17:53:43,421112.959658009,3988077.4997638,421113.0376779187,3988076.9607118755,14036,-1
284,2015-10-12 17:53:44,421145.159565426,3988081.64801379,421145.1566833499,3988081.666611088,14036,-1
285,2015-10-12 17:53:45,421176.735796801,3988086.57837266,421176.7384992001,3988086.560934772,14036,-1
286,2015-10-12 17:53:46,421208.589188826,3988092.28277389,421208.59643925185,3988092.2457608776,14036,-1
287,2015-10-12 17:53:47,421240.985026187,3988098.20426978,421240.912198955,3988098.576048664,14036,-1
288,2015-10-12 17:53:48,421272.842294258,3988104.35252989,421272.7520708113,3988104.813115462,14036,-1
289,2015-10-12 17:53:49,421304.162973969,3988110.94936181,421304.1173347228,3988111.1473719045,14036,-1
290,2015-10-12 17:53:50,421335.939968317,3988118.20772188,421335.87990533566,3988118.468310685,14036,-1
291,2015-10-12 17:53:51,421367.989139887,3988125.68559668,421367.9489665704,3988125.859892333,14036,-1
292,2015-10-12 17:53:52,421398.689964646,3988133.50836808,421398.607812833,3988133.8195269406,14036,-1
293,2015-10-12 17:53:53,421429.572878779,3988141.55145212,421429.4087846639,3988142.08788118,14036,-1
294,2015-10-12 17:53:54,421459.646958171,3988149.82368798,421459.2234323586,3988151.2082077917,14036,-1
295,2015-10-12 17:53:55,421490.083290553,3988158.31462717,421489.43051257485,3988160.448579853,14036,-1
296,2015-10-12 17:53:56,421519.170284817,3988167.03952622,421518.3742844919,3988169.5390052036,14036,-1
297,2015-10-12 17:53:57,421547.907753123,3988176.98770472,421547.3419839,3988178.7642470626,14036,-1
298,2015-10-12 17:53:58,421576.553095613,3988186.71496516,421575.9830495755,3988188.280762076,14036,-1
299,2015-10-12 17:53:59,421604.667745912,3988197.55619685,421604.2924298242,3988198.587111432,14036,-1
300,2015-10-12 17:54:00,421633.590112197,3988208.05758288,421633.20575427305,3988209.11333349,14036,-1
301,2015-10-12 17:54:01,421662.421337662,3988218.44895786,421661.7460294118,3988220.137090404,14302,-1
302,2015-10-12 17:54:02,421690.540705525,3988229.8449953,421689.9162176234,3988231.406087364,14302,-1
303,2015-10-12 17:54:03,421717.117746851,3988240.03476091,421716.1431977699,3988242.342691034,14302,-1
304,2015-10-12 17:54:04,421745.51214654,3988251.9831038,421744.52272281307,3988254.3262601057,14302,-1
305,2015-10-12 17:54:05,421773.193688318,3988264.82519273,421772.3400552959,3988266.66353422,14302,-1
306,2015-10-12 17:54:06,421801.505724124,3988277.66176851,421800.53363546263,3988279.755210155,14302,-1
307,2015-10-12 17:54:07,421829.554319973,3988291.27718035,421828.80800746224,3988292.8844017405,14302,-1
308,2015-10-12 17:54:08,421857.605779575,3988305.22540081,421856.89691870776,3988306.5960920113,14302,-1
309,2015-10-12 17:54:09,421885.115673051,3988319.06759736,421884.2498421207,3988320.741814252,14302,-1
310,2015-10-12 17:54:10,421912.723427538,3988333.79633391,421912.041710067,3988335.1145391916,14302,-1
311,2015-10-12 17:54:11,421940.15584018,3988349.08128664,421939.77413314383,3988349.784888085,14302,-1
312,2015-10-12 17:54:12,421967.495126252,3988364.03440199,421967.16431448504,3988364.6441880697,14302,-1
313,2015-10-12 17:54:13,421994.748166187,3988379.43202608,421994.22221694933,3988380.3267546142,14302,-1
314,2015-10-12 17:54:14,422021.82487526,3988395.27495574,422021.26677164016,3988396.2243843125,14302,-1
315,2015-10-12 17:54:15,422048.815331392,3988411.56239194,422048.4414161964,3988412.1984848767,14302,-1
316,2015-10-12 17:54:16,422075.265201508,3988427.85469262,422074.83338694315,3988428.525161617,14305,-1
317,2015-10-12 17:54:17,422101.359555362,3988444.70479275,422100.9478025382,3988445.3441123217,14305,-1
318,2015-10-12 17:54:18,422127.727972459,3988461.99620632,422127.45682592544,3988462.417209591,14305,-1
319,2015-10-12 17:54:20,422179.574472902,3988497.80720173,422179.1891886318,3988498.361029301,14305,-1
320,2015-10-12 17:54:21,422205.138713613,3988515.88235568,422204.81114044826,3988516.30877619,14305,-1
