field_1,field_2,altimeZ_mn
900725.9637565397,6435883.218048085,1628.859999999999900
900709.4809773545,6435871.829421246,1639.400000000000091
900690.9726014908,6435868.965280804,1639.400000000000091
900669.2354795086,6435860.107511761,1633.819999999999936
900682.1500927322,6435876.759248148,1646.309999999999945
900698.0163797133,6435887.216700466,1639.400000000000091
900707.4976352237,6435904.702250533,1651.359999999999900
900716.9870698588,6435922.176967718,1649.180000000000064
900717.400394907,6435933.558179596,1649.180000000000064
900728.4672390296,6435951.506087959,1659.670000000000073
900739.5343750131,6435969.442914455,1654.069999999999936
900723.1743168179,6435957.43591796,1659.670000000000073
900706.5220316902,6435945.930701429,1671.940000000000055
900689.8772037231,6435934.436884052,1661.950000000000045
900675.9203628094,6435929.808335033,1671.140000000000100
900661.9556251907,6435925.179563163,1681.869999999999891
900654.3152067256,6435919.554722737,1681.869999999999891
900654.0326848356,6435923.668266795,1681.869999999999891
900662.8119753366,6435932.6079745665,1671.140000000000100
900671.5912402298,6435941.547694532,1682.759999999999991
900679.0377421365,6435961.734509708,1682.759999999999991
900690.223224276,6435974.296715243,1681.500000000000000
900693.7840758765,6435983.434792752,1681.500000000000000
900688.2233060391,6435996.445646458,1685.009999999999991
900686.5249512556,6435986.034194229,1693.450000000000045
900666.4674673278,6435971.807824761,1693.450000000000045
900646.4177685583,6435957.581773583,1693.700000000000045
900638.1561799751,6435953.859339011,1693.700000000000045
900641.3930932935,6435964.24262251,1705.549999999999955
900650.5639617338,6435981.573608732,1705.549999999999955
900659.7422950531,6435998.915962545,1716.200000000000045
900660.4643445051,6436009.040325027,1716.200000000000045
900657.0697682039,6436019.187447097,1725.359999999999900
900656.9839318164,6436009.383642581,1716.200000000000045
900650.9178815832,6436003.109522724,1716.200000000000045
900634.1163057454,6435990.121751406,1730.529999999999973
900617.3146596102,6435977.1340250615,1719.450000000000045
900600.5129431777,6435964.14634369,1737.250000000000000
900583.7111564482,6435951.158707284,1748.160000000000082
900574.7552599714,6435939.379787124,1748.160000000000082
900565.7918098371,6435927.589524762,1736.039999999999964
900567.6388697546,6435920.926156453,1736.039999999999964
900564.7265665455,6435913.675933881,1736.039999999999964
900553.5754798079,6435904.437645181,1745.799999999999955
900542.4164829778,6435895.199122292,1745.799999999999955
900531.3395493168,6435894.664181951,1768.950000000000045
900522.3368560047,6435877.97220475,1758.789999999999964
900516.416555268,6435891.871709981,1768.950000000000045
900520.5080344994,6435906.082874431,1768.950000000000045
900524.5991351937,6435920.305141781,1777.890000000000100
900522.6695841308,6435939.800544263,1789.670000000000073
900508.2503672545,6435931.657100165,1802.380000000000109
900513.5338699928,6435955.852176197,1789.670000000000073
900493.134505454,6435950.7496502455,1814.430000000000064
900498.5252408764,6435962.080151212,1814.430000000000064
900503.9080788277,6435973.410402592,1833.750000000000000
900492.1526276825,6435962.374777434,1814.430000000000064
900480.3974921857,6435951.328073446,1846.119999999999891
900488.7607548197,6435969.266174461,1833.750000000000000
900497.1322009005,6435987.193439058,1833.750000000000000
900508.9678422237,6436001.609792066,1858.309999999999945
900520.8116619212,6436016.015320272,1856.140000000000100
900532.6471909204,6436030.431717279,1856.140000000000100
900548.7972497621,6436044.0649387585,1844.099999999999909
900564.9393607927,6436057.6979477145,1809.259999999999991
900573.8163200354,6436068.007489013,1828.009999999999991
900582.693249225,6436078.317042715,1828.009999999999991
900588.0235523316,6436091.0236003185,1818.839999999999918
900593.3538321918,6436103.730162066,1818.839999999999918
900605.2441683989,6436110.814368432,1818.839999999999918
900617.134477791,6436117.898597411,1822.700000000000045
900620.073469996,6436123.338405418,1822.700000000000045
900634.9002065212,6436135.695712353,1822.700000000000045
900647.5566050325,6436142.493571257,1832.029999999999973
900660.2212109138,6436149.280609201,1832.029999999999973
900673.1894000076,6436155.455181127,1810.920000000000073
900686.157563884,6436161.629780005,1810.920000000000073
900705.924058282,6436173.368798363,1821.849999999999909
900720.2106661084,6436183.153060777,1805.170000000000073
900721.3945977197,6436185.069246052,1805.170000000000073
900723.6157911428,6436199.7980344035,1831.619999999999891
900715.9021439962,6436223.084906767,1843.599999999999909
900702.7536484988,6436219.571370008,1839.759999999999991
900689.6130153397,6436216.058115177,1839.759999999999991
900670.0002370435,6436203.223990233,1843.480000000000018
900650.3948965657,6436190.401281572,1841.660000000000082
900630.8438946307,6436177.602614354,1848.460000000000036
900650.3948965657,6436190.401281572,1841.660000000000082
900670.0002370435,6436203.223990233,1843.480000000000018
900689.6130153397,6436216.058115177,1839.759999999999991
900702.7536484988,6436219.571370008,1839.759999999999991
900715.9021439962,6436223.084906767,1843.599999999999909
900723.6157911428,6436199.7980344035,1831.619999999999891
900721.3945977197,6436185.069246052,1805.170000000000073
900720.2106661084,6436183.153060777,1805.170000000000073
900705.924058282,6436173.368798363,1821.849999999999909
900686.157563884,6436161.629780005,1810.920000000000073
900673.1894000076,6436155.455181127,1810.920000000000073
900660.2212109138,6436149.280609201,1832.029999999999973
900647.5566050325,6436142.493571257,1832.029999999999973
900634.9002065212,6436135.695712353,1822.700000000000045
900620.073469996,6436123.338405418,1822.700000000000045
900617.134477791,6436117.898597411,1822.700000000000045
900605.2441683989,6436110.814368432,1818.839999999999918
900593.3538321918,6436103.730162066,1818.839999999999918
900588.0235523316,6436091.0236003185,1818.839999999999918
900582.693249225,6436078.317042715,1828.009999999999991
900573.8163200354,6436068.007489013,1828.009999999999991
900564.9393607927,6436057.6979477145,1809.259999999999991
900548.7972497621,6436044.0649387585,1844.099999999999909
900532.6471909204,6436030.431717279,1856.140000000000100
900520.8116619212,6436016.015320272,1856.140000000000100
900508.9678422237,6436001.609792066,1858.309999999999945
900497.1322009005,6435987.193439058,1833.750000000000000
900488.7607548197,6435969.266174461,1833.750000000000000
900480.3974921857,6435951.328073446,1846.119999999999891
900492.1526276825,6435962.374777434,1814.430000000000064
900503.9080788277,6435973.410402592,1833.750000000000000
900498.5252408764,6435962.080151212,1814.430000000000064
900493.134505454,6435950.7496502455,1814.430000000000064
900513.5338699928,6435955.852176197,1789.670000000000073
900508.2503672545,6435931.657100165,1802.380000000000109
900522.6695841308,6435939.800544263,1789.670000000000073
900524.5991351937,6435920.305141781,1777.890000000000100
900520.5080344994,6435906.082874431,1768.950000000000045
900516.416555268,6435891.871709981,1768.950000000000045
900522.3368560047,6435877.97220475,1758.789999999999964
900531.3395493168,6435894.664181951,1768.950000000000045
900542.4164829778,6435895.199122292,1745.799999999999955
900553.5754798079,6435904.437645181,1745.799999999999955
900564.7265665455,6435913.675933881,1736.039999999999964
900567.6388697546,6435920.926156453,1736.039999999999964
900565.7918098371,6435927.589524762,1736.039999999999964
900574.7552599714,6435939.379787124,1748.160000000000082
900583.7111564482,6435951.158707284,1748.160000000000082
900600.5129431777,6435964.14634369,1737.250000000000000
900617.3146596102,6435977.1340250615,1719.450000000000045
900634.1163057454,6435990.121751406,1730.529999999999973
900650.9178815832,6436003.109522724,1716.200000000000045
900656.9839318164,6436009.383642581,1716.200000000000045
900657.0697682039,6436019.187447097,1725.359999999999900
900660.4643445051,6436009.040325027,1716.200000000000045
900659.7422950531,6435998.915962545,1716.200000000000045
900650.5639617338,6435981.573608732,1705.549999999999955
900641.3930932935,6435964.24262251,1705.549999999999955
900638.1561799751,6435953.859339011,1693.700000000000045
900646.4177685583,6435957.581773583,1693.700000000000045
900666.4674673278,6435971.807824761,1693.450000000000045
900686.5249512556,6435986.034194229,1693.450000000000045
900688.2233060391,6435996.445646458,1685.009999999999991
900693.7840758765,6435983.434792752,1681.500000000000000
900690.223224276,6435974.296715243,1681.500000000000000
900679.0377421365,6435961.734509708,1682.759999999999991
900671.5912402298,6435941.547694532,1682.759999999999991
900662.8119753366,6435932.6079745665,1671.140000000000100
900654.0326848356,6435923.668266795,1681.869999999999891
900654.3152067256,6435919.554722737,1681.869999999999891
900661.9556251907,6435925.179563163,1681.869999999999891
900675.9203628094,6435929.808335033,1671.140000000000100
900689.8772037231,6435934.436884052,1661.950000000000045
900706.5220316902,6435945.930701429,1671.940000000000055
900723.1743168179,6435957.43591796,1659.670000000000073
900739.5343750131,6435969.442914455,1654.069999999999936
900728.4672390296,6435951.506087959,1659.670000000000073
900717.400394907,6435933.558179596,1649.180000000000064
900716.9870698588,6435922.176967718,1649.180000000000064
900707.4976352237,6435904.702250533,1651.359999999999900
900698.0163797133,6435887.216700466,1639.400000000000091
900682.1500927322,6435876.759248148,1646.309999999999945
900669.2354795086,6435860.107511761,1633.819999999999936
900690.9726014908,6435868.965280804,1639.400000000000091
900709.4809773545,6435871.829421246,1639.400000000000091
900725.9637565397,6435883.218048085,1628.859999999999900
900742.4468338395,6435894.595617561,1626.769999999999982
900758.9294927276,6435905.984331129,1626.769999999999982
900764.868687189,6435916.432685836,1624.690000000000055
900787.6698919297,6435926.269694809,1613.539999999999964
900800.7191976632,6435937.514349875,1622.440000000000055
900813.7688143002,6435948.747931279,1608.940000000000055
900826.8180250478,6435959.992640471,1608.940000000000055
900828.51325358,6435971.470818541,1613.930000000000064
900843.3738017522,6435979.362576578,1600.380000000000109
900850.405679353,6435994.057863391,1608.519999999999982
900868.7617194868,6435999.184480413,1602.569999999999936
900887.1177308979,6436004.311151553,1602.569999999999936
900905.4740721614,6436009.426776096,1594.269999999999982
900913.4716254768,6436019.119460642,1595.599999999999909
900922.4699935465,6436019.065662971,1595.599999999999909
900929.8441519833,6436029.260509097,1595.599999999999909
900950.6213668191,6436034.610051517,1585.049999999999955
900974.8905742135,6436031.204883466,1584.630000000000109
900986.4808363304,6436040.491480828,1598.329999999999927
900998.070704974,6436049.789200285,1585.410000000000082
901015.2261647601,6436047.165519067,1579.990000000000009
901032.3891582543,6436044.553240445,1579.990000000000009
901038.2718499701,6436055.755682423,1571.720000000000027
901050.683464596,6436052.800965856,1571.720000000000027
901063.0950916992,6436049.84627403,1568.819999999999936
901077.4290975856,6436054.7434846815,1568.819999999999936
901098.4772338242,6436045.611834144,1568.119999999999891
901111.2290472754,6436046.768678959,1568.119999999999891
901123.924581678,6436048.690479613,1561.509999999999991
901133.9750072889,6436058.772101164,1561.509999999999991
901144.0332764436,6436068.853993428,1548.400000000000091
901144.162499335,6436048.767112064,1546.170000000000073
901144.291359901,6436028.691330319,1539.910000000000082
901141.4683216525,6436020.165787007,1539.910000000000082
901131.617270756,6436010.012815346,1535.819999999999936
901118.4357850163,6436004.097079765,1535.819999999999936
901105.2542747946,6435998.181372041,1538.039999999999964
901105.381635789,6435994.974032086,1538.039999999999964
901121.0712830627,6435990.869751937,1535.819999999999936
901129.0056335685,6435990.8040694175,1535.819999999999936
901134.2297126339,6435994.573396489,1535.819999999999936
901146.6986447845,6435989.120448283,1530.049999999999955
901164.434602106,6435991.716507497,1518.109999999999900
901161.0705859048,6435991.14098704,1530.049999999999955
901158.5384225373,6435980.935770897,1518.680000000000064
901147.1464770319,6435969.421685575,1518.680000000000064
901125.5159805702,6435959.976788577,1507.230000000000018
901139.5132052997,6435957.006841118,1504.630000000000109
901153.5183210219,6435954.037179874,1504.630000000000109
901172.9085349257,6435960.0982429385,1498.470000000000027
901185.5300749689,6435981.619898179,1509.240000000000009
901198.1594005649,6436003.141832633,1502.640000000000100
901213.8933970956,6436021.797246213,1495.069999999999936
901217.3893225169,6436045.835164981,1499.670000000000073
901223.8345404079,6436056.700398166,1499.670000000000073
901230.287611409,6436067.565892568,1506.359999999999900
901239.8653397227,6436073.243031987,1496.579999999999927
901260.936459765,6436075.347223251,1496.579999999999927
901281.999691268,6436077.451230987,1487.799999999999955
901295.6901994005,6436087.850949389,1487.970000000000027
901309.3881789467,6436098.262053289,1487.970000000000027
901333.0320103657,6436100.049720886,1477.779999999999973
901347.8168334571,6436110.740565652,1467.420000000000073
901362.6094822978,6436121.431700292,1469.420000000000073
901380.853329951,6436118.799816903,1469.420000000000073
901399.0975541314,6436116.156886316,1465.619999999999891
901413.4700323805,6436124.967668233,1462.720000000000027
901431.5008073597,6436120.1510165315,1462.720000000000027
901449.5319712098,6436115.3233163385,1460.750000000000000
901471.5720568893,6436115.014899566,1458.920000000000073
901493.6121472735,6436114.706560898,1456.539999999999964
901515.6522423627,6436114.398300327,1453.369999999999891
901537.6923421561,6436114.09011786,1449.809999999999945
901559.7324466535,6436113.782013491,1449.809999999999945
901579.0845559967,6436108.58633703,1431.619999999999891
901598.4366992742,6436103.39072069,1427.029999999999973
901617.7809999414,6436098.194909137,1422.390000000000100
901640.4334163802,6436099.918271377,1417.869999999999891
901663.09369947,6436101.641971506,1413.029999999999973
901685.7460961284,6436103.365498775,1413.029999999999973
901705.7991931567,6436115.217054041,1416.769999999999982
901725.8604511137,6436127.057828429,1409.140000000000100
901732.9916137812,6436125.011097456,1409.140000000000100
901738.87068444,6436115.622949754,1401.150000000000091
901738.581185042,6436105.1012802925,1394.259999999999991
901730.729428189,6436092.656359168,1401.230000000000018
901715.4825864772,6436082.127397485,1393.710000000000036
901700.2353333195,6436071.609573577,1398.940000000000055
901684.9805121436,6436061.0804306865,1394.099999999999909
901672.883536811,6436039.730287003,1394.099999999999909
901654.9292175306,6436030.2582604755,1387.990000000000009
901636.9748444281,6436020.786285569,1390.079999999999927
901621.6677751404,6436006.510751188,1382.279999999999973
901606.352398344,6435992.246099325,1384.700000000000045
901598.6799821977,6435977.418014724,1377.329999999999927
901579.895011249,6435963.885509269,1380.359999999999900
901570.8606888987,6435952.635944696,1373.680000000000064
901561.825973312,6435941.397493603,1377.049999999999955
901557.9633010633,6435930.904503613,1371.490000000000009
901559.5138434181,6435917.608830914,1371.490000000000009
901561.0726271041,6435904.302312703,1366.680000000000064
901556.9112173781,6435880.398158931,1362.380000000000109
901552.7580064951,6435856.483160981,1358.500000000000000
901548.1153250656,6435839.641978551,1358.500000000000000
901543.4647388378,6435822.800543597,1354.920000000000073
901538.8220015771,6435805.959366598,1351.579999999999927
901532.4613796098,6435793.707489674,1356.430000000000064
901526.1010909665,6435781.444518175,1352.869999999999891
901522.2262990437,6435769.373206387,1352.869999999999891
901518.343973364,6435757.290540729,1349.390000000000100
901506.8595485116,6435737.927473163,1353.710000000000036
901495.3750491198,6435718.564425825,1349.920000000000073
901483.8904751893,6435699.20139872,1349.650000000000091
901472.4058267198,6435679.838391845,1344.559999999999945
901470.9698910199,6435662.578862894,1344.559999999999945
901469.5264267472,6435645.307977634,1339.000000000000000
901477.252259537,6435631.245530568,1332.940000000000055
901484.9781254581,6435617.183092548,1332.940000000000055
901494.6451352304,6435610.139872522,1323.900000000000091
901508.219547648,6435606.134687209,1323.900000000000091
901521.935658765,6435612.846423567,1327.279999999999973
901532.9352418978,6435621.625967877,1327.279999999999973
901543.9347938771,6435630.405531448,1324.700000000000045
901558.9853300153,6435634.382504244,1324.700000000000045
901578.0423504384,6435627.388119062,1322.009999999999991
901587.4740267053,6435612.280960015,1316.539999999999964
901591.9691411698,6435600.103049734,1312.920000000000073
901596.4642717736,6435587.925142287,1312.920000000000073
901608.7781316454,6435583.645957379,1306.599999999999909
901621.0998862261,6435579.367052126,1302.180000000000064
901630.8897850655,6435586.540719415,1302.180000000000064
901641.1420614633,6435601.585826045,1304.490000000000009
901651.393926694,6435616.642049674,1310.380000000000109
901672.4231415628,6435623.2467346,1305.460000000000036
901693.4601908522,6435629.8517459575,1300.259999999999991
901710.002677171,6435639.855913934,1304.140000000000100
901731.4143776083,6435635.149713673,1295.200000000000045
901752.8257524718,6435630.454687719,1290.160000000000082
901766.946614782,6435621.033843271,1284.990000000000009
901771.4099403976,6435610.332964244,1281.869999999999891
901768.1435078077,6435586.324316428,1279.029999999999973
901764.8852814595,6435562.304823624,1276.289999999999964
901761.6266640197,6435538.296431659,1281.799999999999955
901758.3683756446,6435514.276939171,1278.170000000000073
901755.1096961919,6435490.268547528,1273.190000000000055
901735.6906188736,6435481.904499079,1268.200000000000045
901721.369086828,6435484.618164779,1268.200000000000045
901707.0550855872,6435487.343219559,1268.069999999999936
901706.0533430914,6435478.354172542,1268.069999999999936
901711.0400001764,6435458.080249544,1262.579999999999927
901721.9794187632,6435442.455432691,1262.630000000000109
901732.9110129008,6435426.830378905,1257.450000000000045
901743.8508973944,6435411.194498449,1252.710000000000036
901754.7825973819,6435395.569481718,1252.710000000000036
901767.3817987402,6435392.233286316,1250.609999999999900
901780.9952801674,6435401.386982104,1250.609999999999900
901788.7994124605,6435424.320490949,1249.089999999999918
901796.6034822101,6435447.254008191,1252.529999999999973
901805.4091903415,6435465.31947912,1256.609999999999900
901814.2152046267,6435483.373860977,1248.630000000000109
901828.777967161,6435498.259112359,1252.890000000000100
901843.332421451,6435513.155242333,1249.809999999999945
901855.1111968303,6435518.571379709,1249.809999999999945
901866.8978294305,6435523.9877949655,1242.920000000000073
901880.5667177888,6435536.766150457,1242.920000000000073
901894.235549387,6435549.544535577,1242.210000000000036
901894.8372657483,6435564.5324281845,1247.390000000000100
901882.364325912,6435585.852264972,1253.349999999999909
901884.8220149637,6435598.322324586,1258.039999999999964
901893.0289279111,6435602.266898099,1252.119999999999891
901910.451992913,6435601.899012425,1252.119999999999891
901927.8829387247,6435601.531431278,1245.670000000000073
901945.3060109994,6435601.163643226,1238.890000000000100
901961.6745358922,6435611.1739556845,1238.890000000000100
901978.0430085683,6435621.184310976,1237.609999999999900
901993.9578979305,6435637.147325126,1231.569999999999936
902009.8644668269,6435653.121224189,1236.829999999999927
902025.7791905128,6435669.084318469,1237.329999999999927
902048.2790617605,6435671.181984566,1237.420000000000073
902066.8830110768,6435656.062329058,1238.059999999999945
902085.4866894309,6435640.953829187,1238.059999999999945
902090.2475415743,6435618.928201365,1240.500000000000000
902095.0001846105,6435596.913420581,1236.420000000000073
902101.8365326859,6435581.878245763,1232.410000000000082
902097.2365191164,6435566.915979527,1232.410000000000082
902092.6364812562,6435551.953716102,1228.349999999999909
902082.5668320141,6435541.025345359,1222.630000000000109
902076.5243975837,6435524.827208503,1218.420000000000073
902085.328535317,6435505.777696827,1213.809999999999945
902090.9347826506,6435482.490488697,1214.650000000000091
902088.2488886253,6435461.278584681,1209.980000000000018
902085.5550943231,6435440.066424692,1204.400000000000091
902082.8616377094,6435418.843163988,1199.849999999999909
902080.1677974964,6435397.631003912,1195.480000000000018
902080.1677974964,6435397.631003912,1195.480000000000018
902070.660917956,6435381.264759681,1191.190000000000055
902061.1461087193,6435364.898273387,1187.109999999999900
902051.6391247113,6435348.532056835,1183.349999999999909
902042.1238504024,6435332.176698911,1179.660000000000082
902039.9560592236,6435311.515038802,1176.089999999999918
902037.7882492818,6435290.853378298,1176.089999999999918
902035.6204205772,6435270.191717398,1171.599999999999909
902033.4525731101,6435249.530056104,1168.069999999999936
902038.0033861354,6435226.930810441,1164.920000000000073
902042.5621046604,6435204.331822572,1161.009999999999991
902047.1129733606,6435181.732580764,1157.640000000000100
902054.9050902721,6435161.3166393,1154.740000000000009
902062.705131987,6435140.900962332,1155.970000000000027
902068.2492348007,6435120.745381207,1152.059999999999945
902073.8008866261,6435100.601160495,1148.069999999999936
902079.3529309107,6435080.445842935,1144.400000000000091
902084.8971291977,6435060.290273279,1141.200000000000045
902090.4488765473,6435040.146064054,1145.029999999999973
902095.9931384722,6435019.990502039,1140.230000000000018
902095.9105409333,6435006.997428003,1135.559999999999945
902088.7773079426,6434983.81858932,1131.490000000000009
902081.6443772238,6434960.628656703,1130.210000000000036
902074.5192661507,6434937.4389867475,1127.670000000000073
902077.6211327414,6434918.181954202,1127.670000000000073
902080.7233753175,6434898.913821505,1125.150000000000091
902083.8252726697,6434879.656790013,1122.980000000000018
902086.9271853999,6434860.39975905,1120.680000000000064
902086.2236398959,6434839.330019139,1120.680000000000064
902085.5200850461,6434818.2602781,1116.960000000000036
902084.816160242,6434797.20163662,1112.269999999999982
902078.8362721539,6434780.994411895,1107.200000000000045
902072.8559898555,6434764.798292906,1107.200000000000045
902074.5095700568,6434751.0392919285,1102.500000000000000
902076.1706732915,6434737.291647471,1098.390000000000100
902071.5249227207,6434719.827616612,1098.390000000000100
902066.8787825063,6434702.374689101,1094.849999999999909
902069.4153667705,6434682.554769475,1091.400000000000091
902071.9519631343,6434662.734849804,1091.400000000000091
902074.4885715982,6434642.914930087,1088.170000000000073
902077.0248315767,6434623.106111012,1085.089999999999918
902075.2079333912,6434603.044763563,1082.220000000000027
902073.383140903,6434582.98315964,1080.019999999999982
902071.558332525,6434562.9215551615,1080.019999999999982
902066.7031272874,6434541.216894998,1078.519999999999982
902061.840004949,6434519.511981462,1088.099999999999909
902061.0094556005,6434501.860727655,1086.230000000000018
902060.1867769185,6434484.209728998,1084.279999999999973
902059.3562117487,6434466.55847371,1084.279999999999973
902061.2394135486,6434445.972784399,1082.089999999999918
902063.1222628725,6434425.39819519,1068.609999999999900
902065.0054808158,6434404.81250469,1066.190000000000055
902063.6885723739,6434382.2226511175,1064.490000000000009
902062.3795278664,6434359.633052328,1074.829999999999927
902061.0701080636,6434337.054553128,1073.609999999999900
902059.76103405,6434314.464952111,1073.609999999999900
902058.4440664498,6434291.875094085,1071.720000000000027
902057.1346023686,6434269.29659154,1068.950000000000045
902055.8254840655,6434246.706987176,1065.430000000000064
902067.944422608,6434266.247284267,1061.579999999999927
902080.0715214101,6434285.776759174,1061.579999999999927
902084.2581944804,6434309.615530579,1062.819999999999936
902088.4451903355,6434333.443202563,1050.880000000000109
902095.0889510694,6434355.450460998,1050.460000000000036
902101.7326601187,6434377.457725228,1051.430000000000064
902108.3766781115,6434399.453894554,1053.809999999999945
902115.0202838045,6434421.461170377,1051.920000000000073
902123.0332199384,6434423.410587852,1051.920000000000073
902135.0177004302,6434413.087601724,1051.920000000000073
902145.5986602947,6434393.773538309,1053.980000000000018
902156.1875611717,6434374.459747843,1047.700000000000045
902166.7682849013,6434355.156819013,1051.269999999999982
902177.3494316275,6434335.842806428,1044.180000000000064
902195.7568102079,6434324.22848238,1056.269999999999982
902211.7755882316,6434310.880821906,1048.519999999999982
902227.7869163516,6434297.521845354,1060.569999999999936
902243.7979517163,6434284.174010175,1063.420000000000073
902259.8169339917,6434270.826471825,1063.420000000000073
902275.8281054776,6434257.478718024,1062.799999999999955
902290.555260491,6434253.301454603,1061.940000000000055
902296.9661950343,6434261.833120931,1061.940000000000055
902295.662479347,6434280.58184314,1067.880000000000109
902307.474292151,6434300.568254608,1073.460000000000036
902319.2856648142,6434320.565788133,1069.829999999999927
902331.1051980832,6434340.552498582,1072.789999999999964
902336.419463776,6434359.760922224,1072.789999999999964
902345.5347438069,6434378.015071942,1069.970000000000027
902354.6496063743,6434396.280334815,1074.049999999999955
902363.7722911872,6434414.545866438,1074.190000000000055
902377.9472086019,6434423.941358029,1074.190000000000055
902400.8231049301,6434425.285634143,1068.420000000000073
902402.6626039293,6434448.2593097305,1072.369999999999891
902404.5020839212,6434471.232984422,1075.759999999999991
902406.3415449061,6434494.206658223,1078.789999999999964
902404.9804392186,6434514.709252657,1081.930000000000064
902403.6196993007,6434535.200745563,1081.930000000000064
902406.748305197,6434554.427021955,1085.500000000000000
902422.7586308075,6434562.182140474,1077.039999999999964
902438.7685560726,6434569.948400728,1075.140000000000100
902452.3828133687,6434583.470764961,1075.140000000000100
902465.9966493994,6434597.004259191,1079.069999999999936
902471.1233638768,6434605.961043909,1079.069999999999936
902482.6118541603,6434615.247131321,1087.930000000000064
902494.1078270954,6434624.544596846,1090.000000000000000
902511.0860674137,6434618.0630958285,1090.000000000000000
902528.0647054939,6434611.570540347,1084.099999999999909
902540.5481043133,6434615.488485427,1097.410000000000082
902553.0397279467,6434619.395611377,1097.410000000000082
902562.1539303933,6434628.204496953,1097.410000000000082
902571.2681067123,6434637.013395684,1093.329999999999927
902585.6318653384,6434645.670998144,1107.240000000000009
902599.9959458881,6434654.317532927,1101.559999999999945
902614.3599868951,6434662.964100694,1111.339999999999918
902631.841232029,6434666.222693603,1111.339999999999918
902649.314943628,6434669.469978318,1111.049999999999955
902659.5042663198,6434679.647527331,1111.049999999999955
902675.0305942713,6434689.4100097325,1120.309999999999945
902690.5565121822,6434699.183631307,1117.480000000000018
902702.1353278667,6434712.217973246,1117.480000000000018
902713.7216106274,6434725.263693674,1108.569999999999936
902733.1576572009,6434718.385056647,1108.569999999999936
902752.6016264504,6434711.50673696,1101.019999999999982
902772.037761783,6434704.628221097,1093.230000000000018
902791.4814579461,6434697.761123277,1085.470000000000027
902800.4129173544,6434688.695601109,1085.470000000000027
902809.3440404097,6434679.641192174,1087.319999999999936
902824.7477431447,6434670.419997448,1080.430000000000064
902840.1518537547,6434661.187739957,1076.690000000000055
902851.0727226083,6434650.131349192,1076.690000000000055
902855.9580110033,6434632.855214258,1079.450000000000045
902860.8354450786,6434615.578825422,1079.450000000000045
902865.712541223,6434598.313540227,1077.230000000000018
902875.6779422263,6434588.748434412,1077.230000000000018
902885.6433733793,6434579.183344294,1076.829999999999927
902892.5444004657,6434565.640079284,1074.960000000000036
902899.4450938335,6434552.107922058,1073.490000000000009
902911.3404205733,6434537.78300661,1073.490000000000009
902917.8408588727,6434520.081752483,1066.579999999999927
902924.3492096186,6434502.380761257,1058.319999999999936
902930.8497157026,6434484.679518972,1047.519999999999982
902935.827992945,6434461.661319716,1036.009999999999991
902954.3882624934,6434448.29842536,1035.990000000000009
902972.9564902062,6434434.935842892,1022.750000000000000
902991.5172810019,6434421.561957597,1015.950000000000045
902998.1550520896,6434397.486696768,1008.539999999999964
903004.7853521476,6434373.400083668,1001.080000000000041
903011.423214165,6434349.324833764,993.600000000000023
903018.0614839032,6434325.238488679,979.809999999999945
903024.6919203167,6434301.151891947,974.029999999999973
903025.2123062693,6434278.921709569,969.059999999999945
903025.7330530549,6434256.680425229,964.940000000000055
903026.2455572579,6434234.449983105,961.100000000000023
903031.4307202474,6434212.116440355,956.730000000000018
903036.6083986535,6434189.771542757,956.730000000000018
903036.5614250544,6434172.601238397,951.419999999999959
903036.5144481333,6434155.430933233,945.360000000000014
903036.4674678901,6434138.260627259,945.360000000000014
903034.16625931,6434124.183810272,939.250000000000000
903031.8575215029,6434110.095635822,933.610000000000014
903021.7427634054,6434087.951772233,933.610000000000014
903012.2983213356,6434075.719901656,927.759999999999991
903002.8617202414,6434063.4883021135,927.759999999999991
902998.4066958806,6434052.808315011,922.649999999999977
902994.3244977478,6434040.129137802,922.649999999999977
902996.9454205681,6434021.445682142,917.509999999999991
903014.320044199,6434010.377839672,913.350000000000023
903031.7026090263,6433999.310302476,913.350000000000023
903038.8509475142,6433999.243543486,912.120000000000005
903057.630106133,6433989.85518754,912.120000000000005
903072.8657108466,6434004.454194559,908.919999999999959
903088.101243211,6434019.053238341,907.940000000000055
903103.336703226,6434033.652318887,907.940000000000055
903118.5796076233,6434048.262794078,911.090000000000032
903133.8149228927,6434062.861948166,913.570000000000050
903149.0501658123,6434077.461139016,916.529999999999973
903167.2588431522,6434091.579618325,922.620000000000005
