WKT,link_id,source,target,one_way
"LINESTRING (942309.5 6434120.7,942312.7 6434125.3,942315.4 6434126.8,942317.7 6434126.9,942324.0 6434126.4,942328.6 6434126.7,942331.5 6434129.7,942332.7 6434133.5,942335.3 6434137.2,942338.1 6434138.9,942344.8 6434141.0,942356.0 6434142.2,942370.1 6434142.8,942375.4 6434145.0,942379.9 6434148.3,942393.1 6434158.4,942408.1 6434174.1,942419.9 6434191.0,942424.1 6434194.1,942424.3 6434186.2,942430.7 6434166.9,942436.4 6434154.5,942442.7 6434165.6,942450.8 6434178.9,942458.0 6434158.3,942460.4 6434162.0,942465.3 6434154.7,942469 6434143,942470.4 6434129.5,942472.3 6434124.6,942476.1 6434120.8,942480.1 6434130.6,942484.9 6434119.9,942488.0 6434116.3,942490.9 6434107.6,942493.9 6434110.2,942496.5 6434109.1,942498.8 6434100.9,942500.8 6434099.5,942507.7 6434111.0,942509.5 6434103.6,942512.3 6434100.6,942514.7 6434099.8,942520.0 6434113.7,942524.9 6434134.0,942528.5 6434131.6,942530.9 6434134.8,942539.3 6434114.2,942543.7 6434107.4,942547.1 6434122.3,942548.6 6434125.5,942556.7 6434107.4,942559.6 6434121.1,942566.2 6434112.9,942566.4 6434122.9,942582.0 6434104.3,942590.8 6434093.7,942595.0 6434081.9,942598.2 6434070.0,942599.0 6434062.2,942598.3 6434057.7,942596.6 6434055.7,942594.3 6434053.7,942591.0 6434049.3,942589.0 6434042.9,942587.9 6434036.4,942587.9 6434025.2,942589.3 6434010.1,942592.4 6433992.8,942596.4 6433984.7,942600.0 6433981.1,942601.7 6433975.3,942602.1 6433973.5,942606.1 6433964.6,942612.2 6433952.1,942619.8 6433965.9,942626.9 6433950.8,942629.5 6433945.6,942630.2 6433943.3,942629.6 6433940.4,942628.5 6433937.9,942627.0 6433935.3,942625.7 6433931.2,942625.6 6433918.3,942627.5 6433911.5,942634.4 6433900.4,942643.2 6433887.1,942643.8 6433877.8,942642.9 6433869.3,942639.8 6433861.5,942640.6 6433849.4,942641.3 6433834.0,942640.5 6433830.7,942635.3 6433827.9,942631.4 6433823.8,942629.1 6433818.5,942625.9 6433814.5,942621.7 6433810.2,942617.2 6433803.4,942616.4 6433799.4,942616.9 6433796.9,942618.7 6433790.9,942617.7 6433789.3,942614.1 6433786.4,942616.9 6433783.1,942618.9 6433781.8,942622.6 6433779.5,942625.9 6433776.2,942628.1 6433772.1,942628.9 6433767.1,942628.8 6433761.0,942628.8 6433752.5,942630.5 6433747.3,942631.9 6433743.0,942632.2 6433737.1,942632.1 6433735.4,942629.6 6433730.3,942626.4 6433726.0,942626.2 6433725.2,942624.6 6433720.1,942624.5 6433716.0,942625.2 6433707.5,942626.6 6433702.8,942628.4 6433696.8,942630.2 6433694.7,942630.8 6433692.6,942632.1 6433690.5,942631.5 6433686.6,942632.1 6433683.3,942634.7 6433679.4,942636.5 6433676.0,942639.1 6433675.5,942641.4 6433679.2,942645.3 6433679.6,942648.0 6433681.7,942650.4 6433684.3,942652.7 6433684.1,942654.8 6433681.5,942656.1 6433679.1,942657.1 6433676.0,942657.5 6433671.9,942656.8 6433667.6,942652.9 6433662.6,942652.4 6433651.0,942650.6 6433646.2,942651.8 6433643.1,942652.7 6433639.7,942652.4 6433638.3,942647.8 6433632.3,942647.6 6433627.4,942650.4 6433620.7,942653.8 6433612.2,942658 6433612,942662.8 6433614.5,942667.2 6433617.7,942671.6 6433621.2,942675 6433624,942678.7 6433626.0,942680.4 6433626.1,942680.5 6433620.5,942681.2 6433615.7,942681.7 6433613.9,942683.1 6433614.0,942683.9 6433615.8,942684.1 6433616.7,942684.7 6433616.7,942686.2 6433615.7,942687.0 6433614.7,942688.2 6433613.3,942691.5 6433604.6,942693.6 6433600.0,942694.7 6433598.4,942696.5 6433597.9,942697.3 6433598.0,942698.4 6433600.3,942698.5 6433601.4,942699.2 6433604.8,942699.9 6433605.7,942700.8 6433605.6,942702.9 6433603.1,942703.8 6433601.2,942705.0 6433597.7,942706.2 6433593.5,942707.6 6433589.0,942708.3 6433585.4,942709.1 6433583.2,942710.5 6433582.7,942712.8 6433583.5,942715.2 6433586.3,942716.7 6433588.9,942718.3 6433593.8,942718.9 6433597.2,942719.3 6433600.0,942720.7 6433601.7,942724.4 6433601.9,942727.8 6433600.6,942731.7 6433600.6,942735.0 6433600.9,942746 6433605,942753.9 6433608.8,942755.4 6433611.4,942757.2 6433615.1,942758.6 6433620.2,942760.6 6433622.0,942763.9 6433624.2,942767.1 6433628.8,942772.6 6433633.4,942776.6 6433633.8,942780.0 6433634.5,942784.6 6433635.5,942787.4 6433633.8,942787.4 6433629.7,942784.6 6433623.0,942786.2 6433619.5,942787.7 6433614.9,942790.6 6433611.4,942791.3 6433606.6,942791.1 6433602.0,942793.6 6433598.5,942798.0 6433596.8,942801.7 6433596.4,942805.2 6433598.5,942809.3 6433599.7,942821.7 6433599.7,942822.6 6433594.1,942825.4 6433589.6,942832.9 6433575.8,942838.0 6433565.4,942845.2 6433570.4,942848.7 6433572.0,942853.2 6433558.0,942862.4 6433541.1,942865.1 6433546.5,942869.7 6433539.5,942875.1 6433531.4)",74268,69742,76353,0
"LINESTRING (947927.1 6438016.1,947925.8 6438010.0,947924.0 6438007.7,947922.5 6438007.3,947921.2 6438007.5,947920.0 6438008.3,947918.9 6438009.6,947914.8 6438018.7,947912.3 6438025.0,947910.0 6438027.9,947908.1 6438030.4,947906.9 6438033.8,947906.5 6438037.4,947907.2 6438041.6,947906.7 6438045.0,947905.8 6438046.6,947904.6 6438046.8,947903.2 6438046.4,947901.9 6438045.2,947897.3 6438032.2,947894.9 6438026.7,947895.4 6438019.7,947894.4 6438017.1,947893.4 6438016.4,947890.9 6438016.1,947889.5 6438016.8,947888.6 6438017.8,947887.6 6438020.7,947884.6 6438034.8,947883.2 6438037.9,947877.6 6438045.0,947876.4 6438049.9,947876.3 6438052.9,947877.8 6438056.8,947878.5 6438059.5,947878.7 6438061.9,947876.7 6438068.1,947873.8 6438079.9,947871.9 6438104.4,947870.5 6438110.0,947868.3 6438113.3,947866.0 6438114.5,947863.0 6438115.4,947853.4 6438117.0,947849.8 6438116.9,947846.7 6438116.1,947841.1 6438109.6,947839.7 6438108.7,947837.0 6438107.8,947835.8 6438106.9,947834.3 6438104.4,947833.6 6438101.5,947831.7 6438099.7,947830.3 6438099.4,947828.7 6438098.4,947827.4 6438096.9,947817.5 6438085.5,947810.4 6438078.6,947807.0 6438076.9,947803.1 6438076.6,947798.2 6438075.8,947795.4 6438074.4,947793.3 6438071.9,947792.2 6438066.8,947792.3 6438060.2,947793.6 6438046.1,947794.6 6438038.3,947792.9 6438026.8,947787.4 6438014.2,947786.3 6438009.4,947787.1 6438004.9,947790.0 6437998.1,947790.5 6437993.4,947789.2 6437988.8,947780.9 6437963.1,947780.2 6437957.4,947781.4 6437951.9,947783.0 6437948.4,947786.6 6437943.9,947787.6 6437941.7,947787.3 6437938.1,947783.8 6437922.3,947780.7 6437907.0,947775.8 6437895.2,947766.8 6437878.5,947765.2 6437873.3,947765.9 6437869.4,947770.7 6437858.4,947771.7 6437854.7,947771.6 6437850.5,947770.4 6437847.8,947768.4 6437845.5,947766.2 6437844.6,947763.9 6437844.6,947761.6 6437845.1,947759.1 6437846.7,947755.7 6437852.5,947751.4 6437862.3,947749.2 6437864.9,947748.2 6437868.1,947748.5 6437878.6,947752.0 6437892.8,947752.4 6437897.5,947751.9 6437901.3,947746.6 6437914.3,947743.3 6437930.1,947739.5 6437945.8,947731.6 6437973.8,947727.1 6437991.4,947721.4 6438011.6,947715.9 6438024.4,947713.5 6438030.4,947712.1 6438037.8,947709.9 6438043.7,947705.4 6438053.4,947702.1 6438056.9,947699.2 6438061.6,947697.7 6438068.8,947697.4 6438072.0,947695.1 6438075.9,947691.7 6438079.7,947689.4 6438085.7,947688.8 6438091.2,947685.5 6438097.3,947684.2 6438103.6,947679.6 6438112.7,947676.6 6438119.3,947673.0 6438123.8,947668.9 6438137.3,947666.8 6438143.8,947664.2 6438153.8,947662.7 6438165.1,947661.3 6438181.4,947660.1 6438190.3,947658.6 6438198.0,947656.7 6438205.8,947656.8 6438213.6,947656.3 6438219.7,947655.0 6438222.5,947652.2 6438223.3,947649.6 6438222.6,947647.0 6438220.4,947639.9 6438205.1,947632.5 6438191.4,947630.8 6438186.1,947629.5 6438179.5,947625.5 6438162.2,947620.8 6438141.5,947621.6 6438137.4,947623.9 6438133.3,947627.8 6438128.2,947628.6 6438124.9,947627.4 6438122.0,947625.8 6438121.1,947622.5 6438121.0,947620.2 6438122.3,947618.6 6438125.1,947617.7 6438128.7,947616.3 6438132.5,947611.8 6438141.0,947608.4 6438145.3,947605.9 6438146.6,947604.2 6438146.7,947601.0 6438145.7,947598.5 6438143.6,947597.6 6438138.9,947600.0 6438116.8,947601.8 6438106.8,947605 6438088,947606.8 6438073.4,947611.5 6438050.3,947615.5 6438027.1,947620.2 6438018.7,947619.1 6438008.5,947614.8 6437997.2,947612.6 6437987.1,947611.6 6437977.9,947609.5 6437958.1,947609.4 6437951.0,947606.1 6437929.8,947606.9 6437922.3,947609.6 6437915.6,947611.2 6437909.7,947611.0 6437903.5,947609.7 6437900.4,947607.5 6437898.6,947606.1 6437898.2,947603.7 6437898.4,947601.7 6437900.3,947600.5 6437902.7,947599.2 6437906.3,947589.2 6437943.6,947587.5 6437946.1,947585.4 6437946.9,947583.5 6437946.9,947580.9 6437946.2,947576.6 6437946.5,947574.5 6437947.9,947571.7 6437951.9,947566.4 6437966.7,947558.6 6437990.6)",74570,63364,61311,0
"LINESTRING (947955.6 6437988.8,947940.3 6437977.9,947931 6437969,947928.4 6437968.4,947925.4 6437968.4,947923.5 6437968.7,947916.9 6437973.7,947914.1 6437976.0,947911.4 6437976.7,947909.2 6437976.3,947908.1 6437975.1,947908.2 6437972.8,947908.9 6437970.2,947912.5 6437962.7,947913.0 6437960.2,947912.1 6437957.9,947910.5 6437955.9,947909.1 6437954.9,947905.4 6437954.0,947897.6 6437952.9,947894.3 6437953.0,947890.8 6437954.5,947889.4 6437955.5,947887.1 6437958.4,947881.9 6437968.6,947880 6437974,947877.5 6437978.6,947873.5 6437980.7,947869.8 6437981.4,947866.5 6437980.6,947863.9 6437979.1,947861.6 6437976.2,947860.8 6437973.1,947861.3 6437970.1,947863.4 6437963.6,947863.3 6437960.7,947862.3 6437958.9,947860.3 6437957.7,947857.5 6437957.7,947855.8 6437958.7,947853.8 6437960.8,947849.8 6437966.0,947848.1 6437966.9,947845.9 6437966.9,947844.4 6437966.5,947842.8 6437963.9,947842.5 6437960.7,947843.5 6437955.0,947844.2 6437950.6,947843.1 6437935.7,947844.8 6437925.6,947845.9 6437920.2,947847.1 6437907.6,947850.7 6437899.3,947851.3 6437895.4,947851.1 6437893.8,947848.6 6437891.9,947845.4 6437891.6,947842.8 6437891.6,947839.7 6437892.5,947832.8 6437899.0,947828.2 6437902.3,947823.3 6437907.8,947819.2 6437914.5,947815.2 6437920.6,947812.5 6437921.5,947810.2 6437921.5,947807.3 6437921.0,947801.4 6437916.7,947799.1 6437912.3,947797.0 6437902.4,947792.5 6437883.3,947788.0 6437867.6,947788.9 6437860.2,947790.7 6437852.4,947789.9 6437849.3,947788.6 6437846.6,947786.7 6437845.1,947783.1 6437844.0,947780.4 6437844.2,947777.7 6437845.1,947775.9 6437845.1,947774.2 6437843.8,947771.2 6437841.2,947769.3 6437840.7,947766.7 6437840.8,947765.0 6437839.5,947762.9 6437836.3,947760.5 6437834.8,947758.6 6437834.4,947756.0 6437835.2,947753.8 6437836.8,947748.5 6437842.7,947746.7 6437845.0,947746.4 6437847.4,947747.0 6437849.1,947747.5 6437850.9,947746.7 6437852.6,947745.7 6437853.0,947744.8 6437853.0,947743.6 6437852.5,947742.8 6437850.1,947736.3 6437829.3,947731.0 6437816.3,947731.3 6437810.6,947730.2 6437809.2,947727.5 6437807.1,947724.8 6437806.6,947722.7 6437807.4,947721.1 6437808.6,947719.2 6437811.7,947712.2 6437828.4,947708.7 6437839.9,947706.3 6437848.3,947699.3 6437867.0,947697.6 6437874.9,947697.3 6437880.6,947698.7 6437885.6,947701.1 6437890.1,947703.3 6437893.2,947703.6 6437896.0,947700 6437907,947698.2 6437914.0,947695.6 6437917.1,947691.5 6437920.4,947687.3 6437923.0,947685.3 6437925.6,947684.3 6437929.0,947683.1 6437938.5,947681.1 6437940.6,947679.2 6437940.5,947677.4 6437939.3,947677.0 6437936.4,947675.7 6437919.6,947671.3 6437906.6,947666.9 6437901.9,947664.8 6437884.2,947663.4 6437874.8,947661.3 6437863.1,947656.5 6437851.3,947653.5 6437846.9,947650.4 6437841.9,947648.9 6437835.4,947645.0 6437830.3,947640.3 6437826.2,947633.2 6437821.6,947623.0 6437817.1,947618.5 6437812.8,947597.3 6437808.3,947593.1 6437807.3,947588.0 6437808.1,947580.8 6437805.4,947578.5 6437805.0,947576.5 6437805.9,947575.3 6437808.0,947571.5 6437816.3,947567.7 6437822.9,947562.8 6437827.0,947550.8 6437833.3,947548.3 6437837.0,947548.3 6437840.1,947550.5 6437844.2,947549.6 6437846.1,947547.4 6437846.6,947540.7 6437845.5,947537.0 6437845.6,947534.8 6437845.3,947528.3 6437843.2,947523.3 6437842.6,947518.9 6437843.2,947516.0 6437845.3,947515.0 6437848.2,947515.0 6437851.3,947516.5 6437854.8,947519.8 6437858.5,947525.0 6437861.4,947531.1 6437863.8,947532.7 6437865.4,947532.6 6437867.9,947531.7 6437869.0,947531.4 6437869.1,947530.3 6437872.0,947531.1 6437875.0,947529.6 6437893.5,947530.8 6437903.2,947534 6437916)",74575,63365,69469,0
"LINESTRING (947834.8 6438375.7,947839.7 6438382.1,947843.3 6438384.6,947846.5 6438385.5,947851.2 6438385.4,947854.0 6438384.6,947856.4 6438382.7,947857.7 6438380.8,947862.4 6438374.0,947868.4 6438368.2,947880.8 6438358.0,947889.9 6438348.1,947899.6 6438338.2,947906.8 6438331.6,947910.5 6438326.5,947912.7 6438319.1,947914.1 6438310.6,947914.9 6438292.6,947919.0 6438275.2,947919.1 6438266.8,947916.9 6438247.6,947916.2 6438229.4,947907.8 6438174.9,947904.5 6438155.9,947903.8 6438133.6,947905.1 6438094.1,947908.9 6438062.3,947910.3 6438051.2,947915.0 6438040.4,947921.5 6438024.4,947927.1 6438016.1)",74576,75206,63364,0
"LINESTRING (946464.3 6438117.6,946467.9 6438096.2,946471.0 6438079.4,946473.1 6438075.4,946473.9 6438073.3,946474.2 6438069.8,946472.5 6438067.4,946465.0 6438064.7,946463.2 6438063.4,946462.2 6438061.0,946462.2 6438055.3,946463.4 6438043.8,946464.4 6438038.7,946465.5 6438031.3,946466.2 6438023.2,946466.5 6438016.7,946466.6 6438010.5,946466.2 6438005.1,946467.5 6437999.0,946469.3 6437992.8,946471.6 6437985.1,946472.3 6437974.5,946470.7 6437967.1,946470.7 6437961.3,946469.7 6437955.5,946468.5 6437949.5,946468.3 6437943.1,946468.8 6437932.0)",74577,69448,69439,0
"LINESTRING (945672.3 6438101.6,945675.9 6438099.5,945680.3 6438097.7,945685.9 6438096.5,945688.1 6438096.5,945689.8 6438096.1,945690.7 6438095.3,945691.5 6438093.9,945691.0 6438092.6,945690 6438092,945686.5 6438090.5,945683.4 6438088.5,945681.6 6438086.7,945681.4 6438085.0,945682.1 6438084.0,945687.8 6438081.3,945689.5 6438080.5,945690.4 6438080.0,945691.9 6438078.6,945691.9 6438077.0,945689.6 6438075.4,945687.4 6438074.8,945684.1 6438074.7,945682.7 6438074.2,945682.3 6438072.8,945683.9 6438071.6,945690.4 6438070.0,945694.3 6438067.8,945699.1 6438066.3,945700.1 6438065.4,945700.1 6438063.8,945697.7 6438058.9,945696.9 6438057.5,945697.2 6438055.5,945699.0 6438054.4,945700.5 6438053.2,945701.1 6438051.3,945699.7 6438050.1,945696.6 6438048.4,945695.4 6438046.5,945696.2 6438044.7,945697.7 6438042.6,945695.6 6438041.3,945692.9 6438040.6,945692.6 6438038.7,945694.5 6438037.8,945695.6 6438036.3,945695.3 6438035.2,945693.1 6438033.1,945690.0 6438031.5,945689.0 6438030.8,945685.1 6438030.2,945682.6 6438030.6,945680.0 6438029.9,945677.8 6438027.1,945675 6438025,945671.9 6438023.7,945669.0 6438022.4,945668.3 6438020.9,945671.0 6438019.6,945673.9 6438019.3,945678.8 6438017.6,945678.9 6438017.5,945682.4 6438014.8,945684.7 6438013.3,945687.0 6438012.6,945690.4 6438013.7,945694.0 6438012.6,945696.6 6438010.2,945699.8 6438007.1,945703.4 6438004.4,945706.6 6438002.2,945707.7 6438001.2,945708.9 6437999.0,945710.0 6437997.9,945712.0 6437997.8,945713.4 6437999.8,945716.3 6437999.9,945716.8 6437998.9,945716.7 6437995.9,945715.6 6437993.6,945713.8 6437991.7,945711.0 6437989.5,945708.1 6437988.6,945704.8 6437987.3,945702.9 6437986.0,945700.1 6437984.3,945699.3 6437982.8,945699.4 6437981.0,945700.8 6437980.1,945702.9 6437979.7,945708.9 6437980.1,945709.8 6437980.0,945715.8 6437980.0,945718.2 6437980.1,945719.9 6437979.8,945722.0 6437979.1,945722.8 6437978.2,945722.2 6437976.9,945721.3 6437976.4,945717.1 6437973.8,945712.5 6437971.6,945707.1 6437968.9,945703.9 6437966.5,945703.1 6437965.8,945701.2 6437962.7,945701.9 6437960.3,945704.1 6437956.6,945704.4 6437955.7,945703.8 6437953.6,945701.6 6437951.9,945699.7 6437950.6,945696.8 6437950.2,945692.8 6437950.0,945687.7 6437949.8,945684.7 6437949.6,945681.4 6437948.4,945678.4 6437945.5,945676.7 6437943.4,945673.9 6437941.4,945671.3 6437939.2,945666.5 6437937.1,945661.1 6437936.1,945655.8 6437936.1,945651.9 6437936.1,945649.0 6437935.3,945647.3 6437932.7,945646.9 6437930.4,945647.5 6437926.0,945648.9 6437921.6,945651.3 6437916.9,945653.6 6437913.6,945656.5 6437910.0,945657.0 6437908.6,945656.9 6437906.2,945655.7 6437904.2,945652.9 6437901.8,945647.3 6437899.3,945640.4 6437895.9,945638.6 6437895.4,945635.0 6437894.9,945632.6 6437894.6,945626.9 6437893.1,945622.9 6437891.2,945618.9 6437889.5,945615.7 6437888.7,945612.9 6437889.1,945610.2 6437890.1,945607.0 6437892.4,945604.5 6437894.0,945600.0 6437895.9,945596.9 6437898.0,945595.4 6437898.1)",74584,69481,75222,0
"LINESTRING (948279.5 6435718.4,948276.0 6435717.3,948271.7 6435719.0,948270.2 6435721.3,948266.0 6435726.5,948262.9 6435728.9,948253.9 6435730.5,948230.8 6435732.7,948218.5 6435733.6,948210.3 6435736.0,948205.7 6435738.9,948201.5 6435743.8,948196.8 6435748.5)",74587,76533,38126,0
"LINESTRING (949972.7 6433816.6,949970.4 6433821.4,949968.8 6433822.9,949968.9 6433824.0,949971.0 6433824.6,949971.2 6433825.0,949971.1 6433827.1,949971.6 6433829.1,949970.6 6433831.4,949970.7 6433832.8,949967.8 6433836.7,949964.4 6433841.8,949962.5 6433846.3,949961.3 6433852.4,949963.9 6433853.1,949963.3 6433855.9,949966.0 6433861.2,949968.7 6433864.7,949971.8 6433864.7,949969.9 6433865.9,949973.1 6433865.5,949977.7 6433866.7,949977.5 6433870.0,949979.5 6433872.0,949980.3 6433874.5,949978.6 6433879.6,949974.9 6433886.3,949969.7 6433892.9,949968.9 6433900.3,949969.6 6433906.2,949971.1 6433910.2,949971.9 6433913.1,949973.7 6433915.8,949974.0 6433919.5,949973.4 6433923.4,949973.5 6433925.8,949970.9 6433934.9,949970.2 6433940.3,949973.2 6433945.7,949972.1 6433948.8,949975.0 6433951.4,949975.2 6433952.8,949974.0 6433956.1,949974.5 6433957.0,949974.4 6433957.9,949973.0 6433958.8,949973.0 6433960.5,949970.6 6433962.9,949969.3 6433970.6,949966.8 6433975.5,949966.9 6433976.8,949969.1 6433978.9,949970.4 6433982.4,949986.6 6433986.1,949988.5 6433986.5,949989.4 6433988.1,949989.5 6433990.1,949988.1 6433991.8,949988.5 6433994.1,949985.9 6434001.6,949987.1 6434015.4)",74588,16516,76534,0
"LINESTRING (947273.0 6432592.5,947268.8 6432609.7,947256.8 6432599.8,947255 6432628,947258.4 6432640.3,947269.6 6432673.0,947282.8 6432698.1,947299.1 6432741.8,947300.0 6432750.5,947299.4 6432764.7,947299.6 6432777.4,947301.3 6432800.4,947301.1 6432815.9,947300.0 6432845.3,947297.0 6432875.6,947291.8 6432911.5,947284.2 6432944.5,947275.0 6432963.1,947275.7 6432979.7,947277.9 6432991.7,947281.6 6433012.6,947286.3 6433031.1,947289.7 6433054.9,947294.5 6433082.6,947301.4 6433099.8,947310.1 6433119.6,947317.9 6433137.4,947321.5 6433152.4)",74592,76537,76330,0
"LINESTRING (947478.7 6431152.6,947486.2 6431164.6,947493.0 6431167.4,947497.2 6431162.9,947509.8 6431151.4,947514.1 6431147.9,947517.2 6431154.8,947527.9 6431171.6,947539.7 6431191.4,947544.5 6431190.9,947551.3 6431183.6,947555.6 6431182.2,947556.4 6431187.2,947554.7 6431201.4,947555.1 6431213.2,947561.9 6431223.5,947572.4 6431232.2,947578.7 6431238.9,947583.1 6431251.3,947588.9 6431264.5,947591.9 6431279.6,947594.6 6431289.5,947599.5 6431303.2,947602.9 6431314.4,947612.1 6431331.5,947620.4 6431342.9,947632.5 6431356.6,947647.2 6431389.0,947653.6 6431401.9,947661.1 6431415.9,947675.1 6431425.9,947690.1 6431431.9,947699.4 6431441.1,947711.2 6431455.7,947716.9 6431470.4,947721.8 6431484.2,947731.4 6431495.5,947736.3 6431507.1,947742.2 6431522.9,947743.4 6431534.2,947742.8 6431544.0,947745.6 6431559.6,947751.6 6431568.3,947752.0 6431581.1,947755.0 6431591.4,947758.8 6431601.9,947761.3 6431633.4,947771.2 6431646.6,947773.3 6431655.9,947779.2 6431670.3,947779.9 6431678.8,947782.0 6431704.1,947785.7 6431722.8,947784.7 6431744.0,947774.1 6431735.8,947767.0 6431725.2,947762.6 6431715.9,947756.1 6431730.2,947751.7 6431753.7,947732.7 6431725.0,947708.5 6431699.5,947694.4 6431689.5,947684.2 6431689.5,947679.3 6431699.2,947680.0 6431709.8,947685.2 6431718.9,947689.6 6431737.7,947685.7 6431750.9,947684.9 6431764.2,947685.0 6431778.7,947686.8 6431789.2,947690.6 6431798.5,947691.1 6431807.5,947686.8 6431817.8,947676.5 6431840.1,947679.3 6431848.6,947684.2 6431855.7,947685.1 6431862.9,947679.2 6431872.8,947671.4 6431876.6,947667.3 6431882.9,947654.9 6431906.4,947647.9 6431915.0,947635.4 6431904.1,947609.8 6431884.2,947595.7 6431875.1,947574.4 6431894.3,947554.5 6431917.8,947541.8 6431947.3,947526.8 6431990.0,947514.8 6432034.4,947515.7 6432050.2,947518.3 6432064.3,947520.8 6432079.1,947518.6 6432095.0,947518.8 6432108.7,947517.6 6432121.0,947513.0 6432126.8,947508.5 6432131.3,947502.6 6432142.3,947486 6432160,947470.3 6432171.5,947461.0 6432184.8,947450.5 6432201.9,947441.1 6432219.8,947437.8 6432235.2,947436.9 6432244.4,947433.2 6432258.8,947427.5 6432269.6,947421.5 6432283.8,947409.5 6432321.7,947400.0 6432349.3,947390.3 6432364.4,947386.8 6432375.1,947385.5 6432398.9,947381.2 6432415.4,947372.4 6432426.3,947360.7 6432439.8,947355.3 6432452.6,947350.0 6432465.5,947341.8 6432482.2,947333.8 6432496.4,947319.8 6432516.4,947295.5 6432543.2,947281.9 6432565.2,947275.8 6432581.6,947273.0 6432592.5)",74595,76539,76537,0
"LINESTRING (949947.2 6432327.3,949956.5 6432324.3,949967.1 6432319.5,949978.0 6432314.6,949990.6 6432311.8,949999.5 6432311.4,950003.5 6432302.7,950011.3 6432295.1,950019.8 6432291.8)",74596,69817,76540,0
"LINESTRING (947545.4 6437934.9,947541.3 6437927.1,947535.6 6437918.3,947534 6437916)",74724,61310,69469,0
"LINESTRING (949987.1 6434015.4,949985.3 6434016.0,949980.9 6434019.3,949976.3 6434026.0,949965.5 6434038.0,949949.4 6434048.8,949943.2 6434051.5,949939.0 6434053.7,949935.6 6434058.2,949933.8 6434067.8,949930.7 6434080.9,949922.0 6434094.9,949911.8 6434109.8,949904.8 6434124.6,949897.7 6434132.6,949884.7 6434150.2,949882.3 6434155.5)",74762,76534,69737,0
"LINESTRING (941020.3 6434706.9,941023.1 6434693.6,941030.4 6434684.1,941031.5 6434674.2,941035.4 6434662.7,941039.3 6434653.1,941042.3 6434649.6,941045.8 6434634.1,941047.6 6434639.8,941048.7 6434651.4,941048.4 6434661.6,941048.7 6434673.5,941057.8 6434672.3,941062.9 6434666.8,941066.5 6434664.8,941070.1 6434667.1,941068.9 6434676.7,941067 6434691,941068.1 6434702.0,941067.4 6434708.5,941069.5 6434719.6,941073.1 6434729.9,941077.1 6434738.6,941079.1 6434747.5,941075.8 6434755.1,941076.3 6434765.2,941076.4 6434777.6,941079.5 6434793.6,941085.9 6434803.9,941093.9 6434816.1,941102.4 6434822.7,941110.2 6434823.2,941118.0 6434826.1,941128.2 6434828.0,941133.7 6434825.4,941140.4 6434824.6,941145.2 6434819.2,941149.3 6434818.2,941154.0 6434811.1,941161.0 6434812.2,941167.9 6434825.0,941170.6 6434836.1,941170.0 6434842.3,941168.5 6434847.7,941164.4 6434852.3,941170.9 6434859.7,941171.6 6434866.2,941183.8 6434865.5,941185.9 6434870.7,941193.5 6434869.0,941197.7 6434874.6,941193.4 6434878.4,941181.4 6434883.3,941175.3 6434890.9,941176.4 6434898.5,941181.7 6434907.7,941188.3 6434912.0,941195.6 6434919.7,941208.1 6434924.7,941218.7 6434927.5,941217.0 6434936.2,941219.7 6434941.7,941218.7 6434951.5,941225.4 6434962.7,941229.0 6434977.8,941229.4 6434985.2,941233.6 6434990.0,941235.8 6435000.1,941239.7 6435004.3,941243.4 6435016.0,941254.9 6435027.1,941263.7 6435035.5,941276.3 6435043.8,941291.0 6435054.4,941306.4 6435065.2,941322.1 6435076.4,941337.2 6435090.3,941357.7 6435109.7,941372.6 6435121.1,941378.5 6435127.6,941391.4 6435127.6,941407.3 6435133.9,941421.6 6435139.6,941435.0 6435145.2,941446.9 6435154.6,941458 6435162,941468.4 6435169.8,941476.5 6435176.0,941480.1 6435183.3,941480.9 6435191.3,941473.5 6435198.0,941474.3 6435206.2,941481.4 6435215.6)",74815,69697,76673,0
"LINESTRING (950187.6 6434023.3,950190.4 6434010.7,950196.8 6433984.1,950214.4 6433953.4,950222.3 6433949.5,950234.9 6433946.2,950242.9 6433943.7,950248.9 6433941.8,950255.3 6433934.7,950260.5 6433925.7,950272.4 6433912.3,950277.4 6433906.0)",74896,3323,69735,0
"LINESTRING (948428.5 6434892.4,948433.6 6434886.3,948439.5 6434875.3,948445.9 6434864.5,948447.4 6434859.7,948453.0 6434849.9,948461.1 6434841.0,948464.6 6434834.1,948474.7 6434823.0,948483.5 6434812.6,948490.2 6434805.2,948501.0 6434797.9,948503.9 6434793.0,948511.0 6434785.2,948518.3 6434771.0,948526.3 6434761.4,948529.5 6434754.9,948531.0 6434750.1,948535.2 6434747.8,948540.4 6434746.8,948543.5 6434738.2)",74897,69700,3086,0
