WKT,link_id,source,target,one_way
"LINESTRING (946462.2 6437895.5,946464.0 6437889.9,946465.7 6437883.3,946466.4 6437882.2,946468.2 6437881.6,946469.1 6437882.0,946474.2 6437886.6,946477.1 6437888.6,946479.6 6437890.4,946480.9 6437890.9,946482.1 6437890.5,946482.6 6437889.8,946486.1 6437883.5,946486.7 6437882.7,946489.0 6437879.8,946490.7 6437877.6,946491.8 6437875.2,946493.1 6437869.9,946493.1 6437863.4,946494.2 6437859.6,946494.9 6437858.1,946498.8 6437850.1,946502.0 6437841.6,946502.9 6437839.5,946503.5 6437837.7,946504.0 6437836.7,946504.5 6437836.0,946504.9 6437835.7)",72360,69440,75280,0
"LINESTRING (942197.1 6433968.3,942192.6 6433971.4,942197.1 6433976.9,942200.7 6433981.8,942204.8 6433992.3,942211.7 6434006.3,942221.6 6434019.9,942225.4 6434022.8,942231.2 6434035.5,942236.4 6434038.8,942239.1 6434042.1,942238.1 6434048.7,942240.7 6434056.9,942239.2 6434064.3,942235.6 6434068.7,942238.2 6434072.0,942246.4 6434081.5,942259.8 6434093.8,942265.4 6434092.3,942277.3 6434092.6,942281.5 6434096.2,942290.9 6434092.7,942295.5 6434093.2,942296.7 6434095.8,942305.2 6434095.8,942307.4 6434098.6,942308.6 6434103.4,942309.5 6434110.9,942312.8 6434117.2,942309.5 6434120.7)",72443,75337,69742,0
"LINESTRING (947059.9 6438526.7,947047.2 6438520.3,947038.4 6438517.4,947029.1 6438505.3,947019.3 6438486.1,947007.0 6438465.5,947007.4 6438461.0,947005.3 6438452.6,947002.2 6438431.1,946999.5 6438417.0,946999.3 6438385.8,947000.8 6438364.4,947002.4 6438343.2,947003.1 6438324.7,947003.0 6438322.3,947001.9 6438295.7,947004.8 6438260.5,947007.6 6438247.4,947012.8 6438222.7,947016.0 6438201.3,947018.0 6438187.7,947018.4 6438179.2,947018.5 6438167.5,947015.3 6438156.3,947012.1 6438146.3,947008.3 6438135.0,947007.2 6438127.8,947006.5 6438122.8,947007.0 6438115.8,947008.2 6438107.1,947012.4 6438096.0,947021.6 6438078.8,947024.7 6438055.2,947026.9 6438035.9)",72831,69042,75613,0
"LINESTRING (944905.3 6437447.6,944908.0 6437445.4,944911.0 6437443.7,944920.2 6437441.2,944925.1 6437440.5,944928.6 6437440.6,944930.0 6437440.7,944931.8 6437440.3,944933.1 6437438.3,944933.4 6437435.5,944934.3 6437424.2,944936.1 6437419.0,944937.6 6437412.8)",72833,16351,61867,0
"LINESTRING (944937.6 6437412.8,944938.0 6437410.2,944937.9 6437409.0,944937.2 6437408.6,944929.9 6437407.3,944922.8 6437407.2,944920.8 6437395.8)",72834,61867,75615,0
"LINESTRING (952576.3 6431253.4,952578.9 6431250.8,952585.2 6431248.4,952591.6 6431245.7,952599.0 6431240.2)",72842,69867,69868,0
"LINESTRING (950049.3 6434049.5,950054.1 6434049.1,950055.4 6434047.2,950049.5 6434038.8,950045.5 6434031.1,950044.9 6434022.9,950043.3 6434017.1,950043.7 6434016.1,950045.6 6434015.8,950049.5 6434018.3,950055.5 6434024.0,950062.8 6434026.1,950075.7 6434027.3,950088.5 6434023.8,950098.0 6434024.4,950111.4 6434021.9,950118.6 6434021.2,950124.5 6434016.6,950136.2 6434007.1,950145.9 6434004.0,950149.8 6434001.1,950153.4 6433992.8,950157.0 6433987.4,950159.8 6433988.3,950161.5 6433997.1,950163.3 6434007.6,950169.8 6434016.5,950173.9 6434020.6,950177.0 6434026.8)",73962,76183,3322,0
"LINESTRING (942546.3 6437332.2,942548.6 6437328.1,942555.4 6437326.8,942566.4 6437333.2,942575.9 6437339.0,942589.1 6437342.4,942602.8 6437342.8,942616.0 6437338.7,942627.4 6437333.8,942644.1 6437326.1)",74093,76262,16359,0
"LINESTRING (946462.2 6437895.5,946457.9 6437890.9,946454.7 6437885.1,946450.7 6437853.9,946445.8 6437820.0,946438.5 6437793.5,946437.2 6437791.3,946434.2 6437789.9,946428.4 6437792.7,946424.0 6437791.5,946420.3 6437790.9)",74145,69440,69472,0
"LINESTRING (946687.9 6438157.0,946688.8 6438136.1,946689.8 6438123.4,946693.1 6438119.7,946696.6 6438115.0,946698.6 6438110.2,946703.6 6438084.3,946704.7 6438075.0,946705.7 6438068.5,946706.9 6438063.8,946712.2 6438054.1,946720.2 6438049.7)",74189,69466,76311,0
"LINESTRING (946504.9 6437835.7,946505.4 6437835.4,946505.9 6437836.4,946507.6 6437841.9,946512.8 6437849.7,946517.1 6437856.1,946523.1 6437862.7,946526.3 6437867.1,946527.3 6437867.6,946527.8 6437867.3,946528.1 6437865.3,946527.9 6437858.9,946528.1 6437851.9,946528.7 6437843.9,946529.0 6437835.8,946530.0 6437828.6,946531.0 6437817.9,946531.5 6437816.9,946532.2 6437817.1,946541.3 6437829.5,946557.1 6437850.9,946567.9 6437863.7,946576.0 6437875.4,946584.5 6437887.6,946589.3 6437894.8,946591.3 6437899.1,946593.5 6437905.1)",74229,75280,76328,0
"LINESTRING (949963.0 6437533.7,949968.5 6437530.8,949973.4 6437530.1,949976.2 6437530.5,949980.5 6437532.8)",74230,75188,69532,0
"LINESTRING (947788.9 6434739.3,947781.6 6434740.7,947776.0 6434754.4,947770.5 6434757.1,947767.7 6434753.4,947760.1 6434752.7,947756.1 6434758.1,947750.2 6434753.2,947747.7 6434755.9,947744.2 6434754.8,947741.1 6434756.9,947738.4 6434748.9,947732.8 6434754.4,947669.9 6434717.3,947667.3 6434718.5,947664.5 6434723.2,947660.6 6434738.6,947656.6 6434742.1,947649.9 6434744.0,947647.5 6434739.0,947646.9 6434735.7,947644.4 6434734.9,947641.7 6434734.3,947636.0 6434729.4,947631.1 6434725.9,947627.5 6434729.2,947622.5 6434725.1,947615.8 6434715.9,947613.3 6434713.4,947608.9 6434711.9,947601.6 6434708.1,947595.8 6434703.2,947590.3 6434701.2,947583.6 6434699.6,947580.9 6434695.8,947576.0 6434693.5,947572.4 6434690.1,947569.2 6434682.9,947567.3 6434677.2,947565.0 6434674.7,947561.3 6434674.8,947550.4 6434680.2,947544.4 6434679.4,947539.4 6434680.7,947537.1 6434685.0,947536.7 6434689.1,947536.6 6434692.2,947531.9 6434696.9,947530.0 6434704.5,947527.2 6434712.2,947528.2 6434715.4,947525.8 6434718.5,947523.9 6434723.4,947519.0 6434724.1,947508.7 6434726.4,947505.0 6434724.8,947498.1 6434724.1,947493.5 6434719.7,947488.8 6434718.1,947483.7 6434711.5,947485.3 6434701.3,947483.5 6434693.8,947479.5 6434685.4,947473.7 6434680.0,947467.7 6434673.8,947464.4 6434659.8,947459.3 6434653.9,947455.5 6434648.5,947453.6 6434642.3,947453.8 6434636.7,947446.2 6434623.5,947444 6434616,947441.5 6434605.9,947438.9 6434597.9,947436.8 6434591.1,947430.3 6434580.5,947424.9 6434572.3,947418.9 6434565.4,947415.4 6434558.6,947409.7 6434552.1,947403.7 6434550.5,947391.4 6434549.6,947387.4 6434548.8,947383.1 6434543.2,947379.6 6434537.0,947373.5 6434528.7,947372.5 6434519.9,947373.9 6434509.5,947374.5 6434502.8,947370.1 6434494.9,947365.0 6434486.8,947361.7 6434481.4,947360.1 6434473.8,947361.2 6434468.2,947363.6 6434457.2,947360.1 6434451.0,947353.1 6434443.0,947349.8 6434441.3,947347.2 6434435.9,947344.1 6434431.5,947340.6 6434420.9,947341.9 6434412.3,947342.4 6434402.6,947340.6 6434397.4,947338.9 6434392.3,947339.3 6434384.4,947333.7 6434378.0,947325.9 6434368.7,947321.7 6434364.4,947317.7 6434355.2,947310.9 6434346.9,947304.8 6434331.8,947301.6 6434329.7,947296.9 6434326.0,947288.2 6434316.3,947285.7 6434310.5,947282.7 6434305.3,947277.5 6434298.2,947272.9 6434292.3,947270.7 6434288.1,947266.8 6434281.6,947261.3 6434275.6,947249.6 6434262.5,947240.8 6434258.5,947231.9 6434253.6,947222.8 6434247.0,947217.0 6434244.3,947209.2 6434244.8,947200.0 6434248.1,947184.6 6434248.5,947172.5 6434246.2,947161.6 6434246.1,947157.0 6434245.2,947148.3 6434238.2,947138.7 6434233.3,947133.1 6434230.3,947125.1 6434223.5,947117.8 6434220.5,947110.5 6434215.1,947104.9 6434213.6,947092.6 6434206.8,947075.6 6434200.8,947058.7 6434192.3,947045.5 6434188.3,947033.6 6434186.7,947022.9 6434183.2,947011.8 6434180.5,947006.2 6434178.7,947000.9 6434175.6,946995.2 6434175.7,946989.4 6434175.0,946984.0 6434179.4,946978.1 6434179.8,946971.3 6434179.5,946967.5 6434175.0,946960.0 6434170.5,946954.1 6434166.3)",74231,76329,69740,0
"LINESTRING (947321.5 6433152.4,947320.7 6433165.5,947323.2 6433170.1,947335.1 6433179.8,947350 6433186,947359.6 6433195.4,947361.4 6433212.7,947372.1 6433250.5,947376.1 6433266.1,947375.3 6433274.6,947367.7 6433280.9,947367.2 6433285.9,947361.5 6433297.7,947353.7 6433302.6,947346.7 6433306.0,947339.6 6433322.4,947329.9 6433336.8,947324.7 6433352.9,947318.2 6433374.6,947316.1 6433386.3,947312.5 6433400.5,947312.3 6433412.6,947310.6 6433424.9,947314.0 6433435.3,947314.5 6433443.9,947312.9 6433456.4,947313.8 6433464.4,947324.8 6433473.5,947331.6 6433482.0,947341.9 6433492.0,947354.3 6433502.8,947367.2 6433515.2,947378.4 6433523.3,947395.0 6433539.5,947412.2 6433554.8,947420.4 6433562.7,947420.3 6433568.2,947419.9 6433577.3)",74232,76330,3332,0
"LINESTRING (946995.1 6437787.4,946992.4 6437786.4,946984.4 6437778.3,946978.7 6437774.5,946975.9 6437771.3,946968.5 6437764.0)",74233,75214,75198,0
"LINESTRING (949851.1 6437861.8,949851.0 6437822.9,949851.6 6437796.2)",74234,55241,75187,0
"LINESTRING (949882.7 6437848.7,949882.4 6437827.7,949880.6 6437807.4,949877.5 6437784.4,949875.7 6437767.6,949875.2 6437765.2)",74235,76331,76332,0
"LINESTRING (950436.1 6433028.6,950429.4 6433034.2,950424.5 6433041.8,950420.6 6433047.4,950411.6 6433052.8,950406.0 6433058.4,950401.2 6433066.1,950398.3 6433068.3,950389.0 6433069.3,950379.0 6433071.7,950373.9 6433073.7,950369.2 6433073.8,950362.9 6433075.1,950354.9 6433081.9,950346.8 6433091.2,950344.0 6433095.3,950339.9 6433108.1,950332.8 6433119.5,950327.1 6433122.1,950324.9 6433120.7,950320.9 6433119.3,950310.5 6433114.0,950304.4 6433115.7,950296.6 6433116.5,950289.5 6433119.5,950284.4 6433117.9)",74239,3381,3334,0
"LINESTRING (950535.8 6434767.4,950523.6 6434782.5,950520.3 6434794.8,950520.6 6434807.1,950517.8 6434812.7,950519.9 6434820.4,950519.3 6434828.7,950520.1 6434836.1,950525.7 6434844.5,950533.2 6434851.9,950540.9 6434865.2,950544.7 6434879.1,950551.1 6434901.4,950557.3 6434914.7,950567.3 6434932.1,950574.2 6434937.2,950577.9 6434943.6,950584.3 6434948.5,950601.3 6434966.8,950610.9 6434981.1,950620.8 6434987.2,950632.9 6434993.2,950639.6 6434998.2,950654.2 6435004.8,950662.3 6435007.1,950676.5 6435014.2,950684.3 6435015.8,950698.6 6435027.3,950709.9 6435036.0,950716.3 6435039.1,950731.0 6435045.8,950743.6 6435053.6,950755.6 6435062.1,950765.5 6435065.7,950769.2 6435068.2,950775.6 6435080.4,950783 6435086,950788.2 6435085.8,950792.0 6435087.4,950798.1 6435094.7,950807.1 6435101.6,950816.2 6435107.6,950831.3 6435118.0,950845.8 6435133.5,950859.0 6435153.4,950864.2 6435161.9,950866.0 6435178.1,950869.1 6435186.2,950872.2 6435186.9,950875.6 6435191.0,950878.1 6435198.9,950891.5 6435211.3,950896.0 6435212.8,950905.2 6435217.3,950912.3 6435226.8,950920.6 6435236.9,950935.2 6435247.8,950944.4 6435256.3,950954.7 6435260.6,950958.3 6435265.3,950965.6 6435269.1,950971.3 6435273.6,950979.2 6435275.8,950994.9 6435287.9,950998.2 6435292.2,951004.6 6435295.5,951009.9 6435295.9,951018.2 6435298.0,951024.1 6435301.5,951034.1 6435310.9,951041.5 6435313.2,951044.4 6435314.6,951053.8 6435323.5,951065.4 6435328.6,951077.0 6435337.1,951080.5 6435338.7,951088.4 6435346.9,951099.5 6435357.9,951106.7 6435368.9,951115.7 6435377.8,951116.9 6435381.4,951119.6 6435382.9,951127.1 6435388.8,951131.1 6435390.8,951135.5 6435399.8,951140.3 6435400.7,951144.4 6435402.4)",74240,76336,76337,0
"LINESTRING (951144.4 6435402.4,951149.8 6435404.8,951154.3 6435410.4,951160.4 6435413.3,951169.0 6435421.7,951178.3 6435435.1,951182.9 6435435.7,951193.6 6435442.9,951194.6 6435450.9,951199.6 6435454.5,951203.3 6435452.4,951207.1 6435455.0,951213.5 6435469.1,951220.7 6435474.9,951226 6435480,951231.0 6435488.9,951256.6 6435518.6,951284.5 6435544.1,951307.0 6435557.3,951339.7 6435582.6,951357.8 6435603.8)",74241,76337,76338,0
"LINESTRING (951413.1 6432522.5,951418.5 6432515.1,951425.7 6432501.8,951430.3 6432496.0,951433.8 6432490.7,951438.1 6432487.8,951443.4 6432487.8,951449.7 6432485.2,951455.7 6432481.8,951462.2 6432473.4,951466.8 6432464.1,951479.9 6432455.2,951490.1 6432446.5,951499.3 6432432.9,951502.7 6432415.4,951504.8 6432401.0,951515.2 6432385.1,951519.0 6432373.8,951528.8 6432364.7,951531.9 6432361.1,951535.6 6432354.7,951539.4 6432351.7,951592.2 6432287.8,951600.9 6432269.1,951603.6 6432271.7,951610.7 6432267.3,951627.4 6432235.4)",74242,76339,75219,0
"LINESTRING (952821.9 6430951.6,952825.2 6430947.5,952825.1 6430941.8,952825.6 6430935.4,952827.9 6430927.9,952832.2 6430920.1,952839.6 6430910.8,952841.0 6430906.7,952841.5 6430902.9,952845.5 6430901.4,952845.9 6430894.4)",74246,69893,69890,0
"LINESTRING (952817.4 6430943.6,952815.8 6430940.7,952812.2 6430934.9,952810.7 6430930.1,952810.9 6430918.2,952812.7 6430907.2,952816.8 6430898.5,952819.2 6430895.6,952827.5 6430892.2,952837.5 6430892.5,952845.9 6430894.4)",74247,69892,69890,0
"LINESTRING (952845.9 6430894.4,952842.7 6430890.3,952841.9 6430884.6,952842.2 6430882.2,952841.5 6430877.5,952839.7 6430874.8,952835.4 6430872.0,952833.5 6430870.3,952830.7 6430864.8,952828.1 6430860.7,952825.2 6430856.5,952824.7 6430853.9,952827.2 6430850.7,952828.8 6430846.9,952827.8 6430843.5,952829.1 6430842.9,952831.6 6430844.0,952833.4 6430841.9,952833.8 6430836.9,952835.2 6430835.8,952837.0 6430837.3,952839.0 6430842.6,952842.7 6430844.7,952844.5 6430843.5,952843.9 6430836.7,952843.2 6430834.0,952844.7 6430832.4,952848.3 6430835.3,952853.1 6430841.9,952854.5 6430841.8,952854.4 6430835.7,952856.9 6430832.1,952861.1 6430835.6,952865.0 6430835.4,952866.9 6430832.7,952865.5 6430829.9,952863.1 6430828.3,952863.5 6430826.6,952865.3 6430826.1,952870.9 6430827.5,952873.4 6430830.7,952876.0 6430836.4,952880.2 6430840.1,952884.1 6430840.9,952889.4 6430839.1,952894.3 6430834.3,952896.1 6430833.4,952902.5 6430830.6,952908.5 6430826.9,952912.4 6430824.7,952916.0 6430820.3,952919.1 6430816.3,952923.2 6430814.2,952932.3 6430811.6,952932.5 6430810.0,952920.3 6430805.5,952915.6 6430805.7,952913.1 6430803.8,952909.3 6430803.7,952908.3 6430802.6,952909.5 6430801.2,952925.5 6430796.7,952936.8 6430794.0,952937.1 6430791.4,952931.8 6430791.3,952928.1 6430790.2,952918.4 6430784.2,952913.3 6430780.8,952906.5 6430775.0,952898.7 6430769.2,952889.0 6430764.4,952884.2 6430760.8,952882.1 6430757.5,952880.1 6430754.6,952878.5 6430753.7,952874.6 6430752.7,952874.7 6430751.2,952876.6 6430750.5,952877.7 6430749.3,952877.8 6430747.4,952876.8 6430744.5,952875.4 6430743.2,952873.5 6430743.1,952868.5 6430743.7,952866.0 6430742.5,952864.1 6430741.2,952862.5 6430738.1,952861.9 6430735.5,952862.7 6430733.8,952862.8 6430732.2,952859.9 6430728.7,952858.1 6430726.6,952855.7 6430724.4,952855.8 6430721.5,952856.6 6430719.1,952858.5 6430718.8,952859.7 6430717.7,952860.7 6430716.4,952859.7 6430708.5,952856.3 6430701.9,952857.1 6430699.2,952862.0 6430698.9,952862.7 6430697.8,952860.3 6430692.9,952859.5 6430690.1,952860.6 6430687.0,952863.6 6430683.0,952865.3 6430678.8,952864.3 6430675.1,952866.2 6430670.1,952866.1 6430662.9,952867.8 6430659.9,952872.4 6430656.9,952872.7 6430654.0,952868.8 6430651.8,952866.1 6430652.4,952865.4 6430651.5,952868.3 6430646.9,952870.9 6430642.0,952875.6 6430639.0,952880.7 6430631.3,952885.2 6430622.4,952891.8 6430616.6,952894.8 6430615.1,952897.0 6430611.7,952903.0 6430606.5,952910.5 6430597.8,952920.5 6430583.7,952923.6 6430577.0,952927 6430572,952928.1 6430564.5,952929.6 6430560.8,952932.7 6430558.3,952934.8 6430554.5,952935.7 6430550.5,952937.7 6430536.8,952940.1 6430525.1,952939.0 6430521.2,952938.8 6430514.5,952939.3 6430510.1,952937.0 6430502.9,952934.2 6430497.2,952930.5 6430483.0,952927.9 6430470.7,952925.9 6430457.5,952926.0 6430453.6,952928.0 6430449.6,952926.7 6430446.1,952927.5 6430440.3,952927.0 6430432.7,952928.3 6430428.6,952925.6 6430422.1,952925.3 6430418.2,952925.9 6430413.7,952923.3 6430405.7,952924.5 6430399.0,952926.8 6430385.2,952926.8 6430381.4,952924.3 6430376.0,952923.6 6430366.0,952921.8 6430355.0,952924.2 6430346.1,952924.5 6430340.4,952928.3 6430336.7,952930.4 6430330.5,952937.4 6430319.9,952938.2 6430308.8,952938.9 6430302.3,952942.5 6430293.5,952950.2 6430285.1,952952.5 6430274.0,952949.2 6430264.0,952949.7 6430256.6,952951.8 6430251.0,952952.3 6430246.5,952955.5 6430242.4,952953.4 6430229.8,952955.0 6430227.9,952958.7 6430223.1,952962.8 6430215.1,952966.5 6430211.0,952967.7 6430196.5,952963.9 6430186.7,952961.4 6430175.6,952963.2 6430164.9,952966.2 6430161.0,952967.4 6430157.1,952972.1 6430150.4,952973.1 6430143.8,952977.7 6430139.3,952979.4 6430134.3,952979.4 6430129.2,952982.4 6430125.5,952986.7 6430124.4,952987.6 6430116.6,952987.8 6430107.7,952989.4 6430098.8,952992.8 6430095.9,952998.7 6430084.9,953001.4 6430070.3,953006.4 6430064.2,953007.7 6430059.1,953008.1 6430054.1,953012.7 6430045.5,953015.4 6430042.7,953016.5 6430039.4,953019.3 6430040.6,953022.1 6430044.2,953025.4 6430040.9,953025.0 6430031.1,953023.7 6430022.4,953025.1 6430016.4,953026.1 6430001.7,953025.8 6429997.1,953023.9 6429994.3,953021.6 6429989.6)",74249,69890,69932,0
"LINESTRING (951357.8 6435603.8,951377.3 6435626.6,951399.4 6435644.4,951431.0 6435661.4,951448.0 6435676.7,951498.2 6435718.6,951533.3 6435742.8,951556.2 6435751.2,951576.3 6435769.7,951602.6 6435767.8,951654.8 6435796.2,951709.5 6435816.4,951744.2 6435825.6,951766 6435825,951780.2 6435827.2,951796.8 6435832.1,951828.9 6435842.4,951853.9 6435851.7,951871.3 6435863.4,951879.2 6435868.8,951887.2 6435882.1,951904.5 6435892.5,951914.4 6435907.0,951923.0 6435908.5,951937.9 6435906.1,951953.3 6435909.2,951984.0 6435918.5,952013.7 6435933.6,952034.1 6435936.7,952069.7 6435926.1,952085.9 6435918.5,952092.8 6435918.0,952112.8 6435920.4,952134.7 6435918.6,952152.0 6435915.6,952159.0 6435916.3,952175.2 6435914.6,952189.3 6435918.2,952208.7 6435915.6,952219.3 6435913.0,952232.4 6435912.4,952250 6435917,952266.0 6435917.4,952286.8 6435920.9,952319.3 6435931.4,952334.1 6435935.9,952344.5 6435943.2,952352.8 6435953.8,952363.5 6435960.3,952377.5 6435978.7,952386.9 6435981.1,952398.1 6435994.9,952413.6 6436001.9,952434.0 6436011.4,952439.2 6436020.7,952456.9 6436030.2,952470.8 6436037.4,952485.2 6436039.3,952500.5 6436039.6,952516.8 6436045.3,952538.9 6436056.3,952555.0 6436057.7,952581.2 6436049.8,952598.2 6436044.8,952605.2 6436040.6,952626.1 6436037.1,952646.8 6436031.5,952675.0 6436025.6,952711.6 6436025.7,952724.8 6436031.5,952739.2 6436035.7,952763.4 6436045.2,952781.6 6436056.3,952802.1 6436062.6,952821.8 6436067.6,952848.6 6436070.5,952869.2 6436074.4,952882.6 6436090.6,952900.6 6436093.4,952911.5 6436095.9,952917.9 6436102.6,952928.0 6436110.7,952940.4 6436114.1,952947.2 6436114.7,952957.7 6436118.3,952968.5 6436122.1,952985.9 6436123.9,953002.0 6436125.2,953016.3 6436130.6,953026.2 6436134.3,953045.2 6436140.6,953071.7 6436143.4,953092.8 6436144.6,953100.4 6436138.1,953109.8 6436138.5,953118.9 6436136.1,953131.3 6436134.6,953153 6436137,953168.6 6436142.0,953189.8 6436143.4,953199.6 6436141.2,953210.0 6436145.6,953227 6436151,953248.4 6436156.7,953260 6436170,953268.9 6436177.8,953283.5 6436182.7,953297.9 6436187.9,953308.4 6436194.5,953316.6 6436201.0,953330.5 6436219.2,953337.8 6436224.7,953351.1 6436231.1,953382.1 6436240.7,953405.5 6436251.3,953412.4 6436238.0,953418.6 6436233.1,953422.2 6436226.5,953428.4 6436232.3,953439.1 6436226.7,953456.8 6436222.6,953477.6 6436223.9,953503.0 6436226.8,953528.9 6436233.3,953550.9 6436225.2,953561 6436229,953571.6 6436229.1,953579.8 6436233.1,953600.5 6436238.8,953605.8 6436243.2,953620.3 6436248.5,953629.3 6436259.3,953645.3 6436272.2,953658.2 6436283.2,953666.0 6436282.9,953672.9 6436286.4,953677.6 6436290.5,953661.2 6436298.3,953652.5 6436303.2,953653.1 6436305.4,953666.6 6436306.8,953681.5 6436315.1,953710.5 6436319.8,953736.1 6436325.1,953734.6 6436327.7,953721.8 6436337.5,953732.4 6436338.6,953753.9 6436338.5,953774.9 6436344.7,953797.0 6436348.6,953817.9 6436357.7,953836.6 6436365.1,953847.8 6436364.6,953854.1 6436362.5,953868.9 6436348.1,953881.5 6436339.3,953891.8 6436338.3,953920.7 6436338.4,953957.1 6436333.7,953967.5 6436327.9,953979.5 6436315.6,953990.4 6436309.5,954006.7 6436309.2,954027.8 6436304.9,954048.0 6436304.8,954066.0 6436296.4,954079.7 6436289.6,954086.9 6436291.5,954102.0 6436309.3,954112.8 6436314.0,954133.8 6436307.0,954151.5 6436297.1,954164.4 6436291.2,954202.3 6436286.2,954242.6 6436291.5,954261.7 6436290.5,954276.8 6436294.8,954297.4 6436294.7,954318.4 6436291.7,954345.6 6436299.2,954385.9 6436320.7,954420.6 6436342.5,954460.6 6436344.5,954497.1 6436342.6,954529.2 6436346.7,954581.7 6436361.6,954615.5 6436354.3,954657.9 6436349.4,954678.9 6436347.6,954723.1 6436359.7,954776.8 6436371.2,954819.2 6436383.3,954862.2 6436400.9,954908.6 6436424.8,954923.5 6436423.6,954945.8 6436425.3,954979.3 6436439.3,954992.1 6436444.3,954998.7 6436445.5,955008.6 6436449.8,955013.5 6436451.2,955020.6 6436450.4,955025.4 6436449.9,955030.2 6436450.9,955040.9 6436455.4,955046.9 6436457.1,955050.4 6436456.4,955060.8 6436452.8,955066.8 6436452.9,955071.5 6436453.6,955077.4 6436453.6,955098.8 6436444.1,955113.4 6436439.1,955120.0 6436437.6,955127.5 6436438.4,955136.1 6436441.4,955143.8 6436441.4,955154.1 6436437.8,955163.4 6436438.5,955176.5 6436438.5,955181.9 6436434.7,955186.9 6436432.3,955191.2 6436432.6,955195.1 6436434.9,955197.7 6436437.9,955201.0 6436440.6,955222.1 6436443.0,955229.9 6436449.0,955241.3 6436456.8,955249.3 6436461.9,955256.9 6436468.5,955266.7 6436473.7)",74254,76338,3336,0
